配方ID,順序,種類,名稱,名稱狀態,數量,等級條件,等級,條件備註,原文
fusion-m0016,1,寵物,天馬,已對應寵物表,,,,,天馬
fusion-m0016,2,道具,紫魄,來源原文,3,,,,紫魄(3)
fusion-m0016,3,道具,潔白之花,來源原文,10,,,,潔白之花(10)
fusion-m0016,4,道具,天馬羽毛,來源原文,30,,,,天馬羽毛(30)
fusion-m0017,1,寵物,大型半獸人,已對應寵物表,,,,,大型半獸人
fusion-m0017,2,道具,龍血,來源原文,3,,,,龍血(3)
fusion-m0017,3,道具,屠龍殘刀,來源原文,10,,,,屠龍殘刀(10)
fusion-m0017,4,道具,黑化基因,來源原文,30,,,,黑化基因(30)
fusion-m0018,1,寵物,紅帽哥布林,已對應寵物表,,,,,紅帽哥布林
fusion-m0018,2,道具,勇氣之斧,已對應道具庫,3,,,,勇氣之斧(3)
fusion-m0018,3,道具,勇氣之帽,來源原文,10,,,,勇氣之帽(10)
fusion-m0018,4,道具,勇氣之酒,來源原文,30,,,,勇氣之酒(30)
fusion-m0019,1,寵物,海盜,已對應寵物表,,,,,海盜
fusion-m0019,2,道具,義氣之斧,來源原文,3,,,,義氣之斧(3)
fusion-m0019,3,道具,義氣之帽,來源原文,10,,,,義氣之帽(10)
fusion-m0019,4,道具,義氣枷鎖,來源原文,30,,,,義氣枷鎖(30)
fusion-m0020,1,寵物,幽靈,已對應寵物表,,,,,幽靈
fusion-m0020,2,道具,紅色幽靈鏡,來源原文,3,,,,紅色幽靈鏡(3)
fusion-m0020,3,道具,幽靈之心,來源原文,10,,,,幽靈之心(10)
fusion-m0020,4,道具,幽靈香,來源原文,30,,,,幽靈香(30)
fusion-m0021,1,寵物,血腥之刃,已對應寵物表,,,,,血腥之刃
fusion-m0021,2,道具,魔劍碎片,來源原文,3,,,,魔劍碎片(3)
fusion-m0021,3,道具,魔劍能量石,來源原文,10,,,,魔劍能量石(10)
fusion-m0021,4,道具,魔劍魂水,來源原文,30,,,,魔劍魂水(30)
fusion-m0022,1,寵物,佛利波羅,已對應寵物表,,,,,佛利波羅
fusion-m0022,2,道具,佛利波羅的野心,來源原文,3,,,,佛利波羅的野心(3)
fusion-m0022,3,道具,逆神之志,來源原文,10,,,,逆神之志(10)
fusion-m0022,4,道具,變異能量精華,來源原文,30,,,,變異能量精華(30)
fusion-m0023,1,寵物,阿卡斯,已對應寵物表,,,,,阿卡斯
fusion-m0023,2,道具,阿卡斯的狂妄,來源原文,3,,,,阿卡斯的狂妄(3)
fusion-m0023,3,道具,逆神之志,來源原文,10,,,,逆神之志(10)
fusion-m0023,4,道具,變異能量精華,來源原文,30,,,,變異能量精華(30)
fusion-m0024,1,寵物,巴洛斯,已對應寵物表,,,,,巴洛斯
fusion-m0024,2,道具,巴洛斯的邪惡,來源原文,3,,,,巴洛斯的邪惡(3)
fusion-m0024,3,道具,逆神之志,來源原文,10,,,,逆神之志(10)
fusion-m0024,4,道具,變異能量精華,來源原文,30,,,,變異能量精華(30)
fusion-m0025,1,寵物,李貝留斯,已對應寵物表,,,,,李貝留斯
fusion-m0025,2,道具,李貝留斯的誓願,來源原文,3,,,,李貝留斯的誓願(3)
fusion-m0025,3,道具,逆神之志,來源原文,10,,,,逆神之志(10)
fusion-m0025,4,道具,變異能量精華,來源原文,30,,,,變異能量精華(30)
fusion-m0026,1,寵物,兔耳嚇人箱,已對應寵物表,,,,,兔耳嚇人箱
fusion-m0026,2,道具,兔耳精靈結晶,來源原文,3,,,,兔耳精靈結晶(3)
fusion-m0026,3,道具,嚇人箱碎片,來源原文,10,,,,嚇人箱碎片(10)
fusion-m0026,4,道具,精靈箱藥劑,來源原文,30,,,,精靈箱藥劑(30)
fusion-m0027,1,寵物,嚇人箱,已對應寵物表,,,,,嚇人箱
fusion-m0027,2,道具,嚇人精靈結晶,來源原文,3,,,,嚇人精靈結晶(3)
fusion-m0027,3,道具,嚇人箱碎片,來源原文,10,,,,嚇人箱碎片(10)
fusion-m0027,4,道具,精靈箱藥劑,來源原文,30,,,,精靈箱藥劑(30)
fusion-m0028,1,寵物,綠蛙嚇人箱,已對應寵物表,,,,,綠蛙嚇人箱
fusion-m0028,2,道具,綠蛙精靈結晶,來源原文,3,,,,綠蛙精靈結晶(3)
fusion-m0028,3,道具,嚇人箱碎片,來源原文,10,,,,嚇人箱碎片(10)
fusion-m0028,4,道具,精靈箱藥劑,來源原文,30,,,,精靈箱藥劑(30)
fusion-m0029,1,寵物,純白嚇人箱,已對應寵物表,,,,,純白嚇人箱
fusion-m0029,2,道具,純白精靈結晶,來源原文,3,,,,純白精靈結晶(3)
fusion-m0029,3,道具,嚇人箱碎片,來源原文,10,,,,嚇人箱碎片(10)
fusion-m0029,4,道具,精靈箱藥劑,來源原文,30,,,,精靈箱藥劑(30)
fusion-m0030,1,寵物,藍魔嚇人箱,已對應寵物表,,,,,藍魔嚇人箱
fusion-m0030,2,道具,藍魔精靈結晶,來源原文,3,,,,藍魔精靈結晶(3)
fusion-m0030,3,道具,嚇人箱碎片,來源原文,10,,,,嚇人箱碎片(10)
fusion-m0030,4,道具,精靈箱藥劑,來源原文,30,,,,精靈箱藥劑(30)
fusion-m0031,1,寵物,紅魔嚇人箱,已對應寵物表,,,,,紅魔嚇人箱
fusion-m0031,2,道具,紅魔精靈結晶,來源原文,3,,,,紅魔精靈結晶(3)
fusion-m0031,3,道具,嚇人箱碎片,來源原文,10,,,,嚇人箱碎片(10)
fusion-m0031,4,道具,精靈箱藥劑,來源原文,30,,,,精靈箱藥劑(30)
fusion-m0032,1,寵物,黑暗鳥人,已對應寵物表,,,,,黑暗鳥人
fusion-m0032,2,道具,暗影枷鎖,來源原文,3,,,,暗影枷鎖(3)
fusion-m0032,3,道具,暗影魔晶,來源原文,10,,,,暗影魔晶(10)
fusion-m0032,4,道具,暗影血液,來源原文,30,,,,暗影血液(30)
fusion-m0033,1,寵物,風精,已對應寵物表,,,,,風精
fusion-m0033,2,道具,風精之心,來源原文,3,,,,風精之心(3)
fusion-m0033,3,道具,元素石,來源原文,10,,,,元素石(10)
fusion-m0033,4,道具,元素精華,來源原文,30,,,,元素精華(30)
fusion-m0034,1,寵物,水精,已對應寵物表,,,,,水精
fusion-m0034,2,道具,水精之心,來源原文,3,,,,水精之心(3)
fusion-m0034,3,道具,元素石,來源原文,10,,,,元素石(10)
fusion-m0034,4,道具,元素精華,來源原文,30,,,,元素精華(30)
fusion-m0035,1,寵物,火精,已對應寵物表,,,,,火精
fusion-m0035,2,道具,火精之心,來源原文,3,,,,火精之心(3)
fusion-m0035,3,道具,元素石,來源原文,10,,,,元素石(10)
fusion-m0035,4,道具,元素精華,來源原文,30,,,,元素精華(30)
fusion-m0036,1,寵物,地精,已對應寵物表,,,,,地精
fusion-m0036,2,道具,地精之心,來源原文,3,,,,地精之心(3)
fusion-m0036,3,道具,元素石,來源原文,10,,,,元素石(10)
fusion-m0036,4,道具,元素精華,來源原文,30,,,,元素精華(30)
fusion-m0037,1,寵物,變異龍祖,已對應寵物表,,,,,變異龍祖
fusion-m0037,2,道具,龍祖的鱗片,來源原文,3,,,,龍祖的鱗片(3)
fusion-m0037,3,道具,龍祖的血,來源原文,10,,,,龍祖的血(10)
fusion-m0037,4,道具,龍祖的祈福,來源原文,30,,,,龍祖的祈福(30)
fusion-m0038,1,寵物,粉紅炸彈,已對應寵物表,,,,,粉紅炸彈
fusion-m0038,2,道具,炸彈基因,來源原文,3,,,,炸彈基因(3)
fusion-m0038,3,道具,甜心元素,來源原文,10,,,,甜心元素(10)
fusion-m0038,4,道具,炸彈魔核,來源原文,30,,,,炸彈魔核(30)
fusion-m0039,1,寵物,雷獸,已對應寵物表,,,,,雷獸
fusion-m0039,2,道具,雷霆之花,來源原文,3,,,,雷霆之花(3)
fusion-m0039,3,道具,雷霆魔石,來源原文,10,,,,雷霆魔石(10)
fusion-m0039,4,道具,雷霆藥劑,來源原文,30,,,,雷霆藥劑(30)
fusion-m0040,1,寵物,劇毒螃蟹,已對應寵物表,,,,,劇毒螃蟹
fusion-m0040,2,道具,致死魔毒,來源原文,3,,,,致死魔毒(3)
fusion-m0040,3,道具,絕命花,來源原文,10,,,,絕命花(10)
fusion-m0040,4,道具,龍毒香,來源原文,30,,,,龍毒香(30)
fusion-r0002,1,寵物,貓妖,已對應寵物表,,,,,貓妖
fusion-r0002,2,道具,改造圖A,來源原文,1,,,,改造圖A
fusion-r0002,3,道具,改造圖B,來源原文,1,,,,改造圖B
fusion-r0002,4,道具,改造圖C,來源原文,1,,,,改造圖C
fusion-r0002,5,道具,改造圖D,來源原文,1,,,,改造圖D
fusion-r0002,6,道具,改造圖E,來源原文,1,,,,改造圖E
fusion-r0003,1,寵物,赤熊,已對應寵物表,,,,,赤熊
fusion-r0003,2,道具,改造圖A,來源原文,1,,,,改造圖A
fusion-r0003,3,道具,改造圖B,來源原文,1,,,,改造圖B
fusion-r0003,4,道具,改造圖C,來源原文,1,,,,改造圖C
fusion-r0003,5,道具,改造圖D,來源原文,1,,,,改造圖D
fusion-r0003,6,道具,改造圖E,來源原文,1,,,,改造圖E
fusion-r0004,1,寵物,地獄骷髏,已對應寵物表,,,,,地獄骷髏
fusion-r0004,2,道具,改造圖A,來源原文,1,,,,改造圖A
fusion-r0004,3,道具,改造圖B,來源原文,1,,,,改造圖B
fusion-r0004,4,道具,改造圖C,來源原文,1,,,,改造圖C
fusion-r0004,5,道具,改造圖D,來源原文,1,,,,改造圖D
fusion-r0004,6,道具,改造圖E,來源原文,1,,,,改造圖E
fusion-r0005,1,寵物,水藍菇,已對應寵物表,,,,,水藍菇
fusion-r0005,2,道具,改造圖A,來源原文,1,,,,改造圖A
fusion-r0005,3,道具,改造圖B,來源原文,1,,,,改造圖B
fusion-r0005,4,道具,改造圖C,來源原文,1,,,,改造圖C
fusion-r0005,5,道具,改造圖D,來源原文,1,,,,改造圖D
fusion-r0005,6,道具,改造圖E,來源原文,1,,,,改造圖E
fusion-r0006,1,寵物,迷你石像怪,已對應寵物表,,,,,迷你石像怪
fusion-r0006,2,道具,改造圖A,來源原文,1,,,,改造圖A
fusion-r0006,3,道具,改造圖B,來源原文,1,,,,改造圖B
fusion-r0006,4,道具,改造圖C,來源原文,1,,,,改造圖C
fusion-r0006,5,道具,改造圖D,來源原文,1,,,,改造圖D
fusion-r0006,6,道具,改造圖E,來源原文,1,,,,改造圖E
fusion-r0007,1,寵物,樹精,已對應寵物表,,,,,樹精
fusion-r0007,2,道具,改造圖A,來源原文,1,,,,改造圖A
fusion-r0007,3,道具,改造圖B,來源原文,1,,,,改造圖B
fusion-r0007,4,道具,改造圖C,來源原文,1,,,,改造圖C
fusion-r0008,1,寵物,黃蠍,已對應寵物表,,,,,黃蠍
fusion-r0008,2,道具,改造圖A,來源原文,1,,,,改造圖A
fusion-r0008,3,道具,改造圖B,來源原文,1,,,,改造圖B
fusion-r0008,4,道具,改造圖C,來源原文,1,,,,改造圖C
fusion-r0009,1,寵物,掃把蝙蝠,已對應寵物表,,,,,掃把蝙蝠
fusion-r0009,2,道具,改造圖A,來源原文,1,,,,改造圖A
fusion-r0009,3,道具,改造圖B,來源原文,1,,,,改造圖B
fusion-r0009,4,道具,改造圖C,來源原文,1,,,,改造圖C
fusion-r0009,5,道具,改造圖D,來源原文,1,,,,改造圖D
fusion-r0010,1,寵物,妖花,已對應寵物表,,,,,妖花
fusion-r0010,2,道具,改造圖A,來源原文,1,,,,改造圖A
fusion-r0010,3,道具,改造圖B,來源原文,1,,,,改造圖B
fusion-r0010,4,道具,改造圖C,來源原文,1,,,,改造圖C
fusion-r0010,5,道具,改造圖D,來源原文,1,,,,改造圖D
fusion-r0011,1,寵物,武裝骷髏,已對應寵物表,,,,,武裝骷髏
fusion-r0011,2,道具,改造圖A,來源原文,1,,,,改造圖A
fusion-r0011,3,道具,改造圖B,來源原文,1,,,,改造圖B
fusion-r0011,4,道具,改造圖C,來源原文,1,,,,改造圖C
fusion-r0011,5,道具,改造圖D,來源原文,1,,,,改造圖D
fusion-r0011,6,道具,改造圖E,來源原文,1,,,,改造圖E
fusion-r0012,1,寵物,烈風哥布林,已對應寵物表,,,,,烈風哥布林
fusion-r0012,2,道具,改造圖A,來源原文,1,,,,改造圖A
fusion-r0012,3,道具,改造圖B,來源原文,1,,,,改造圖B
fusion-r0012,4,道具,改造圖C,來源原文,1,,,,改造圖C
fusion-r0012,5,道具,改造圖D,來源原文,1,,,,改造圖D
fusion-r0012,6,道具,改造圖E,來源原文,1,,,,改造圖E
fusion-r0013,1,寵物,兔耳仙人掌,已對應寵物表,,,,,兔耳仙人掌
fusion-r0013,2,道具,改造圖A,來源原文,1,,,,改造圖A
fusion-r0013,3,道具,改造圖B,來源原文,1,,,,改造圖B
fusion-r0013,4,道具,改造圖C,來源原文,1,,,,改造圖C
fusion-r0014,1,寵物,殭屍,已對應寵物表,,,,,殭屍
fusion-r0014,2,道具,改造圖A,來源原文,1,,,,改造圖A
fusion-r0014,3,道具,改造圖B,來源原文,1,,,,改造圖B
fusion-r0014,4,道具,改造圖C,來源原文,1,,,,改造圖C
fusion-r0015,1,寵物,貓人,已對應寵物表,,,,,貓人
fusion-r0015,2,道具,改造圖A,來源原文,1,,,,改造圖A
fusion-r0015,3,道具,改造圖B,來源原文,1,,,,改造圖B
fusion-r0015,4,道具,改造圖C,來源原文,1,,,,改造圖C
fusion-r0016,1,寵物,水蜘蛛,已對應寵物表,,,,,水蜘蛛
fusion-r0016,2,道具,改造圖A,來源原文,1,,,,改造圖A
fusion-r0016,3,道具,改造圖B,來源原文,1,,,,改造圖B
fusion-r0016,4,道具,改造圖C,來源原文,1,,,,改造圖C
fusion-r0016,5,道具,改造圖D,來源原文,1,,,,改造圖D
fusion-r0017,1,寵物,幻歌妖,已對應寵物表,,,,,幻歌妖
fusion-r0017,2,道具,改造圖A,來源原文,1,,,,改造圖A
fusion-r0017,3,道具,改造圖B,來源原文,1,,,,改造圖B
fusion-r0017,4,道具,改造圖C,來源原文,1,,,,改造圖C
fusion-r0017,5,道具,改造圖D,來源原文,1,,,,改造圖D
fusion-r0017,6,道具,改造圖E,來源原文,1,,,,改造圖E
fusion-r0018,1,寵物,兔耳嚇人箱,已對應寵物表,,,,,兔耳嚇人箱
fusion-r0018,2,道具,改造圖A,來源原文,1,,,,改造圖A
fusion-r0018,3,道具,改造圖B,來源原文,1,,,,改造圖B
fusion-r0018,4,道具,改造圖C,來源原文,1,,,,改造圖C
fusion-r0018,5,道具,改造圖D,來源原文,1,,,,改造圖D
fusion-r0018,6,道具,改造圖E,來源原文,1,,,,改造圖E
fusion-r0019,1,寵物,綠色口臭鬼,已對應寵物表,,,,,綠色口臭鬼
fusion-r0019,2,道具,改造圖A,來源原文,1,,,,改造圖A
fusion-r0019,3,道具,改造圖B,來源原文,1,,,,改造圖B
fusion-r0019,4,道具,改造圖C,來源原文,1,,,,改造圖C
fusion-r0019,5,道具,改造圖D,來源原文,1,,,,改造圖D
fusion-r0019,6,道具,改造圖E,來源原文,1,,,,改造圖E
fusion-r0020,1,寵物,惡魔螃蟹,已對應寵物表,,,,,惡魔螃蟹
fusion-r0020,2,道具,改造圖A,來源原文,1,,,,改造圖A
fusion-r0020,3,道具,改造圖B,來源原文,1,,,,改造圖B
fusion-r0020,4,道具,改造圖C,來源原文,1,,,,改造圖C
fusion-r0020,5,道具,改造圖D,來源原文,1,,,,改造圖D
fusion-h0001,1,寵物,天空元素使,已對應寵物表,,,,,天空元素使
fusion-h0001,2,道具,風元素之卵,來源原文,1,,,,風元素之卵(1)
fusion-h0001,3,道具,閃耀變異之源,已對應道具庫,10,,,,閃耀變異之源(10)
fusion-h0001,4,金幣,金幣,已定義,50000,,,,"金幣50,000G"
fusion-h0002,1,寵物,光精靈,已對應寵物表,,,,,光精靈
fusion-h0002,2,道具,風元素之卵,來源原文,3,,,,風元素之卵(3)
fusion-h0002,3,道具,閃耀變異之源,已對應道具庫,10,,,,閃耀變異之源(10)
fusion-h0002,4,道具,精靈王契約,已對應道具庫,100,,,,精靈王契約(100)
