技能範圍,技能分類,技能名稱,技能等級,魔力消耗,技能效果詳細說明,學習資訊
char,atk_phys,飛刃亂舞,LV 11,60 MP,隨機投擲5-6柄飛刃攻擊目標,
char,atk_phys,飛刃亂舞,LV 12,65 MP,隨機投擲5-7柄飛刃攻擊目標,
char,def_phys,聖騎之譽,LV 1,5 MP,守護血量低於自身的隊友,
char,def_phys,聖騎之譽,LV 2,7 MP,守護血量低於自身的隊友的時候增加5%的防御力,
char,def_phys,聖騎之譽,LV 3,9 MP,守護血量低於自身的隊友的時候增加10%的防御力,
char,def_phys,聖騎之譽,LV 4,11 MP,守護血量低於自身的隊友的時候增加15%的防御力,
char,def_phys,聖騎之譽,LV 5,13 MP,守護血量低於自身的隊友的時候增加20%的防御力,
char,def_phys,聖騎之譽,LV 6,15 MP,守護血量低於自身的隊友的時候增加25%的防御力,
char,def_phys,聖騎之譽,LV 7,17 MP,守護血量低於自身的隊友的時候增加30%的防御力,
char,def_phys,聖騎之譽,LV 8,19 MP,守護血量低於自身的隊友的時候增加35%的防御力,
char,def_phys,聖騎之譽,LV 9,21 MP,守護血量低於自身的隊友的時候增加40%的防御力,
char,def_phys,聖騎之譽,LV 10,23 MP,守護血量低於自身的隊友的時候增加45%的防御力,
char,def_phys,聖騎之譽,LV 11,25 MP,守護血量低於自身的隊友的時候增加50%的防御力,
char,def_phys,聖騎之譽,LV 12,27 MP,守護血量低於自身的隊友的時候增加55%的防御力,
char,atk_phys,隔山打牛,LV 1,10 MP,以極低的傷害攻擊前排目標，後排目標將受到90%的傷害；有20%的概率混亂2回合,
char,atk_phys,隔山打牛,LV 2,15 MP,以極低的傷害攻擊前排目標，後排目標將受到105%的傷害；有20%的概率混亂2回合,
char,atk_phys,隔山打牛,LV 3,20 MP,以極低的傷害攻擊前排目標，後排目標將受到120%的傷害；有20%的概率混亂2回合,
char,atk_phys,隔山打牛,LV 4,25 MP,以極低的傷害攻擊前排目標，後排目標將受到135%的傷害；有25%的概率混亂2回合,
char,atk_phys,隔山打牛,LV 5,30 MP,以極低的傷害攻擊前排目標，後排目標將受到150%的傷害；有25%的概率混亂2回合,
char,atk_phys,隔山打牛,LV 6,35 MP,以極低的傷害攻擊前排目標，後排目標將受到165%的傷害；有30%的概率混亂2回合,
char,atk_phys,隔山打牛,LV 7,40 MP,以極低的傷害攻擊前排目標，後排目標將受到180%的傷害；有35%的概率混亂2回合,
char,atk_phys,隔山打牛,LV 8,45 MP,以極低的傷害攻擊前排目標，後排目標將受到195%的傷害；有35%的概率混亂2回合,
char,atk_phys,隔山打牛,LV 9,50 MP,以極低的傷害攻擊前排目標，後排目標將受到210%的傷害；有40%的概率混亂2回合,
char,atk_phys,隔山打牛,LV 10,55 MP,以極低的傷害攻擊前排目標，後排目標將受到225%的傷害；有40%的概率混亂2回合,
char,atk_phys,隔山打牛,LV 11,60 MP,以極低的傷害攻擊前排目標，後排目標將受到240%的傷害；有45%的概率混亂2回合,
char,atk_phys,隔山打牛,LV 12,65 MP,以極低的傷害攻擊前排目標，後排目標將受到255%的傷害；有45%的概率混亂2回合,
char,sup_magic,魔法屏障,LV 1,20 MP,持續3回合，物理與魔法減傷10%,
char,sup_magic,魔法屏障,LV 2,40 MP,持續3回合，物理與魔法減傷12%,
char,sup_magic,魔法屏障,LV 3,60 MP,持續3回合，物理與魔法減傷14%,
char,sup_magic,魔法屏障,LV 4,80 MP,持續3回合，物理與魔法減傷16%,
char,sup_magic,魔法屏障,LV 5,100 MP,持續3回合，物理與魔法減傷18%,
char,sup_magic,魔法屏障,LV 6,120 MP,持續3回合，物理與魔法減傷20%,
char,sup_magic,魔法屏障,LV 7,140 MP,持續3回合，物理與魔法減傷22%,
char,sup_magic,魔法屏障,LV 8,160 MP,持續3回合，物理與魔法減傷24%,
char,sup_magic,魔法屏障,LV 9,180 MP,持續3回合，物理與魔法減傷26%,
char,sup_magic,魔法屏障,LV 10,200 MP,持續3回合，物理與魔法減傷28%,
char,sup_magic,魔法屏障,LV 11,220 MP,持續3回合，物理與魔法減傷30%,
char,sup_magic,魔法屏障,LV 12,240 MP,持續3回合，物理與魔法減傷32%,
char,status_magic,混亂衝擊波,LV 1,15 MP,造成傷害，並有5%的概率使目標進入混亂狀態2回合,
char,status_magic,混亂衝擊波,LV 2,30 MP,造成傷害，並有6%的概率使目標進入混亂狀態2回合,
char,status_magic,混亂衝擊波,LV 3,45 MP,造成傷害，並有7%的概率使目標進入混亂狀態2回合,
char,status_magic,混亂衝擊波,LV 4,60 MP,造成傷害，並有8%的概率使目標進入混亂狀態2回合,
char,status_magic,混亂衝擊波,LV 5,75 MP,造成傷害，並有9%的概率使目標進入混亂狀態2回合,
char,status_magic,混亂衝擊波,LV 6,90 MP,造成傷害，並有10%的概率使目標進入混亂狀態2回合,
char,status_magic,混亂衝擊波,LV 7,105 MP,造成傷害，並有11%的概率使目標進入混亂狀態2回合,
char,status_magic,混亂衝擊波,LV 8,120 MP,造成傷害，並有12%的概率使目標進入混亂狀態2回合,
char,status_magic,混亂衝擊波,LV 9,135 MP,造成傷害，並有13%的概率使目標進入混亂狀態2回合,
char,status_magic,混亂衝擊波,LV 10,135 MP,造成傷害，並有14%的概率使目標進入混亂狀態2回合,
char,status_magic,混亂衝擊波,LV 11,150 MP,造成傷害，並有15%的概率使目標進入混亂狀態2回合,
char,status_magic,混亂衝擊波,LV 12,165 MP,造成傷害，並有16%的概率使目標進入混亂狀態2回合,
char,atk_phys,潛龍殺,LV 1,10 MP,降低速度，傷害為普攻的105%，必殺提升2,
char,atk_phys,潛龍殺,LV 2,15 MP,降低速度，傷害為普攻的110%，必殺提升4,
char,atk_phys,潛龍殺,LV 3,20 MP,降低速度，傷害為普攻的120%，必殺提升6,
char,atk_phys,潛龍殺,LV 4,25 MP,降低速度，傷害為普攻的130%，必殺提升8,
char,atk_phys,潛龍殺,LV 5,30 MP,降低速度，傷害為普攻的140%，必殺提升10,
char,atk_phys,潛龍殺,LV 6,35 MP,降低速度，傷害為普攻的150%，必殺提升12,
char,atk_phys,潛龍殺,LV 7,40 MP,降低速度，傷害為普攻的160%，必殺提升14,
char,atk_phys,潛龍殺,LV 8,45 MP,降低速度，傷害為普攻的170%，必殺提升16,
char,atk_phys,潛龍殺,LV 9,50 MP,降低速度，傷害為普攻的180%，必殺提升18,
char,atk_phys,潛龍殺,LV 10,55 MP,降低速度，傷害為普攻的190%，必殺提升20,
char,atk_phys,潛龍殺,LV 11,60 MP,降低速度，傷害為普攻的195%，必殺提升22,
char,atk_phys,潛龍殺,LV 12,65 MP,降低速度，傷害為普攻的200%，必殺提升24,
char,atk_phys,必殺狙擊,LV 1,10 MP,降低速度，傷害為普攻的110%，必殺提升2,
char,atk_phys,必殺狙擊,LV 2,18 MP,降低速度，傷害為普攻的116%，必殺提升6,
char,atk_phys,必殺狙擊,LV 3,26 MP,降低速度，傷害為普攻的122%，必殺提升10,
char,atk_phys,必殺狙擊,LV 4,34 MP,降低速度，傷害為普攻的128%，必殺提升14,
char,atk_phys,必殺狙擊,LV 5,42 MP,降低速度，傷害為普攻的134%，必殺提升18,
char,atk_phys,必殺狙擊,LV 6,50 MP,降低速度，傷害為普攻的140%，必殺提升22,
char,atk_phys,必殺狙擊,LV 7,58 MP,降低速度，傷害為普攻的146%，必殺提升26,
char,atk_phys,必殺狙擊,LV 8,66 MP,降低速度，傷害為普攻的152%，必殺提升30,
char,atk_phys,必殺狙擊,LV 9,74 MP,降低速度，傷害為普攻的158%，必殺提升34,
char,atk_phys,必殺狙擊,LV 10,82 MP,降低速度，傷害為普攻的164%，必殺提升38,
char,atk_phys,必殺狙擊,LV 11,90 MP,降低速度，傷害為普攻的170%，必殺提升42,
char,atk_phys,必殺狙擊,LV 12,98 MP,降低速度，傷害為普攻的176%，必殺提升46,
char,atk_phys,突襲之舞,LV 1,10 MP,提高20%的速度並造成攻擊力90%的傷害,
char,atk_phys,突襲之舞,LV 2,15 MP,提高40%的速度並造成攻擊力96%的傷害,
char,atk_phys,突襲之舞,LV 3,20 MP,提高60%的速度並造成攻擊力102%的傷害,
char,atk_phys,突襲之舞,LV 4,25 MP,提高80%的速度並造成攻擊力108%的傷害,
char,atk_phys,突襲之舞,LV 5,30 MP,提高100%的速度並造成攻擊力114%的傷害,
char,atk_phys,突襲之舞,LV 6,35 MP,提高120%的速度並造成攻擊力120%的傷害,
char,atk_phys,突襲之舞,LV 7,40 MP,提高140%的速度並造成攻擊力126%的傷害,
char,atk_phys,突襲之舞,LV 8,45 MP,提高160%的速度並造成攻擊力132%的傷害,
char,atk_phys,突襲之舞,LV 9,50 MP,提高180%的速度並造成攻擊力138%的傷害,
char,atk_phys,突襲之舞,LV 10,55 MP,提高200%的速度並造成攻擊力144%的傷害,
char,atk_phys,突襲之舞,LV 11,60 MP,提高240%的速度並造成攻擊力147%的傷害,
char,atk_phys,突襲之舞,LV 12,65 MP,提高260%的速度並造成攻擊力150%的傷害,
char,atk_phys,劇毒攻,LV 1,10 MP,攻擊力下降30%，持續2回行動數的中毒狀態，成功率30%,
char,atk_phys,劇毒攻,LV 2,15 MP,攻擊力下降40%，持續2回行動數的中毒狀態，成功率40%,
char,atk_phys,劇毒攻,LV 3,20 MP,攻擊力下降50%，持續2回行動數的中毒狀態，成功率50%,
char,atk_phys,劇毒攻,LV 4,25 MP,攻擊力下降40%，持續3回行動數的中毒狀態，成功率30%,
char,atk_phys,劇毒攻,LV 5,30 MP,攻擊力下降50%，持續3回行動數的中毒狀態，成功率40%,
char,atk_phys,劇毒攻,LV 6,35 MP,攻擊力下降60%，持續3回行動數的中毒狀態，成功率50%,
char,atk_phys,劇毒攻,LV 7,40 MP,攻擊力下降50%，持續4回行動數的中毒狀態，成功率30%,
char,atk_phys,劇毒攻,LV 8,45 MP,攻擊力下降60%，持續4回行動數的中毒狀態，成功率40%,
char,atk_phys,劇毒攻,LV 9,50 MP,攻擊力下降70%，持續4回行動數的中毒狀態，成功率50%,
char,atk_phys,劇毒攻,LV 10,55 MP,攻擊力下降60%，持續5回行動數的中毒狀態，成功率30%,
char,atk_phys,劇毒攻,LV 11,60 MP,攻擊力下降70%，持續5回行動數的中毒狀態，成功率40%,
char,atk_phys,劇毒攻,LV 12,65 MP,攻擊力下降80%，持續5回行動數的中毒狀態，成功率50%,
char,atk_phys,燕斬,LV 1,10 MP,造成70%的傷害，必殺提升20,
char,atk_phys,燕斬,LV 2,15 MP,造成80%的傷害，必殺提升21,
char,atk_phys,燕斬,LV 3,20 MP,造成90%的傷害，必殺提升22,
char,atk_phys,燕斬,LV 4,25 MP,造成100%的傷害，必殺提升23,
char,atk_phys,燕斬,LV 5,30 MP,造成110%的傷害，必殺提升24,
char,atk_phys,燕斬,LV 6,35 MP,造成120%的傷害，必殺提升25,
char,atk_phys,燕斬,LV 7,40 MP,造成130%的傷害，必殺提升26,
char,atk_phys,燕斬,LV 8,45 MP,造成140%的傷害，必殺提升27,
char,atk_phys,燕斬,LV 9,50 MP,造成150%的傷害，必殺提升28,
char,atk_phys,燕斬,LV 10,55 MP,造成160%的傷害，必殺提升29,
char,atk_phys,燕斬,LV 11,60 MP,造成170%的傷害，必殺提升30,
char,atk_phys,燕斬,LV 12,65 MP,造成180%的傷害，必殺提升31,
char,atk_phys,鋒上魂,LV 1,12 MP,提升21點必殺並對全體目標造成24%的傷害,
char,atk_phys,鋒上魂,LV 2,24 MP,提升22點必殺並對全體目標造成27%的傷害,
char,atk_phys,鋒上魂,LV 3,36 MP,提升23點必殺並對全體目標造成30%的傷害,
char,atk_phys,鋒上魂,LV 4,48 MP,提升24點必殺並對全體目標造成33%的傷害,
char,atk_phys,鋒上魂,LV 5,60 MP,提升25點必殺並對全體目標造成36%的傷害,
char,atk_phys,鋒上魂,LV 6,72 MP,提升26點必殺並對全體目標造成39%的傷害,
char,atk_phys,鋒上魂,LV 7,84 MP,提升27點必殺並對全體目標造成42%的傷害,
char,atk_phys,鋒上魂,LV 8,96 MP,提升28點必殺並對全體目標造成45%的傷害,
char,atk_phys,鋒上魂,LV 9,108 MP,提升29點必殺並對全體目標造成48%的傷害,
char,atk_phys,鋒上魂,LV 10,120 MP,提升30點必殺並對全體目標造成51%的傷害,
char,atk_phys,鋒上魂,LV 11,—,未開放,
char,atk_phys,鋒上魂,LV 12,—,未開放,
char,def_phys,嘲諷,LV 1,30 MP,造成10%傷害的同時強制目標下一次行動攻擊自己,
char,def_phys,嘲諷,LV 2,33 MP,造成15%傷害的同時強制目標下一次行動攻擊自己,
char,def_phys,嘲諷,LV 3,36 MP,造成20%傷害的同時強制目標下一次行動攻擊自己,
char,def_phys,嘲諷,LV 4,39 MP,造成25%傷害的同時強制目標下一次行動攻擊自己,
char,def_phys,嘲諷,LV 5,42 MP,造成30%傷害的同時強制目標下一次行動攻擊自己,
char,def_phys,嘲諷,LV 6,45 MP,造成35%傷害的同時強制目標下一次行動攻擊自己,
char,def_phys,嘲諷,LV 7,48 MP,造成40%傷害的同時強制目標下一次行動攻擊自己,
char,def_phys,嘲諷,LV 8,51 MP,造成45%傷害的同時強制目標下一次行動攻擊自己,
char,def_phys,嘲諷,LV 9,54 MP,造成50%傷害的同時強制目標下一次行動攻擊自己,
char,def_phys,嘲諷,LV 10,57 MP,造成55%傷害的同時強制目標下一次行動攻擊自己,
char,def_phys,嘲諷,LV 11,60 MP,造成60%傷害的同時強制目標下一次行動攻擊自己,
char,def_phys,嘲諷,LV 12,63 MP,造成65%傷害的同時強制目標下一次行動攻擊自己,
char,sup_magic,鬥志昂揚魔法,LV 1,20 MP,全隊獲得傷害增加5%的狀態，並且命中增加10，持續3回合,
char,sup_magic,鬥志昂揚魔法,LV 2,40 MP,全隊獲得傷害增加6%的狀態，並且命中增加11，持續3回合,
char,sup_magic,鬥志昂揚魔法,LV 3,60 MP,全隊獲得傷害增加7%的狀態，並且命中增加12，持續3回合,
char,sup_magic,鬥志昂揚魔法,LV 4,80 MP,全隊獲得傷害增加8%的狀態，並且命中增加13，持續3回合,
char,sup_magic,鬥志昂揚魔法,LV 5,100 MP,全隊獲得傷害增加9%的狀態，並且命中增加14，持續3回合,
char,sup_magic,鬥志昂揚魔法,LV 6,120 MP,全隊獲得傷害增加10%的狀態，並且命中增加15，持續3回合,
char,sup_magic,鬥志昂揚魔法,LV 7,140 MP,全隊獲得傷害增加11%的狀態，並且命中增加16，持續3回合,
char,sup_magic,鬥志昂揚魔法,LV 8,160 MP,全隊獲得傷害增加12%的狀態，並且命中增加17，持續3回合,
char,sup_magic,鬥志昂揚魔法,LV 9,180 MP,全隊獲得傷害增加13%的狀態，並且命中增加18，持續3回合,
char,sup_magic,鬥志昂揚魔法,LV 10,200 MP,全隊獲得傷害增加14%的狀態，並且命中增加19，持續3回合,
char,sup_phys,心眼,LV 1,0 MP,"使用必殺狙擊時命中+1,傷害增加5%",
char,sup_phys,心眼,LV 2,0 MP,"使用必殺狙擊時命中+3,傷害增加7.5%",
char,sup_phys,心眼,LV 3,0 MP,"使用必殺狙擊時命中+5,傷害增加10%",
char,sup_phys,心眼,LV 4,0 MP,"使用必殺狙擊時命中+7,傷害增加12.5%",
char,sup_phys,心眼,LV 5,0 MP,"使用必殺狙擊時命中+9,傷害增加15%",
char,sup_phys,心眼,LV 6,0 MP,"使用必殺狙擊時命中+11,傷害增加18%",
char,sup_phys,心眼,LV 7,0 MP,"使用必殺狙擊時命中+13,傷害增加21%",
char,sup_phys,心眼,LV 8,0 MP,"使用必殺狙擊時命中+15,傷害增加24%",
char,sup_phys,心眼,LV 9,0 MP,"使用必殺狙擊時命中+17,傷害增加27%",
char,sup_phys,心眼,LV 10,0 MP,"使用必殺狙擊時命中+19,傷害增加30%",
char,other_skill,月讀,LV 1,20 MP,複製指定隊友的空身能力1次行動,
char,other_skill,月讀,LV 2,36 MP,複製指定隊友的空身能力2次行動,
char,other_skill,月讀,LV 3,52 MP,複製指定隊友的空身能力3次行動,
char,other_skill,月讀,LV 4,68 MP,複製指定隊友的空身能力4次行動,
char,other_skill,月讀,LV 5,84 MP,複製指定隊友的空身能力5次行動,
char,other_skill,月讀,LV 6,100 MP,複製指定隊友的空身能力6次行動,
char,other_skill,月讀,LV 7,116 MP,複製指定隊友的空身能力7次行動,
char,other_skill,月讀,LV 8,132 MP,複製指定隊友的空身能力8次行動,
char,other_skill,月讀,LV 9,148 MP,複製指定隊友的空身能力9次行動,
char,other_skill,月讀,LV 10,164 MP,複製指定隊友的空身能力10次行動,
char,other_skill,月讀,LV 11,180 MP,複製指定隊友的空身能力11次行動,
char,other_skill,月讀,LV 12,196 MP,複製指定隊友的空身能力12次行動,
char,def_phys,砂之鎧,LV 1,20 MP,單體防禦力上升120%，2回合,
char,def_phys,砂之鎧,LV 2,40 MP,單體防禦力上升118%，3回合,
char,def_phys,砂之鎧,LV 3,60 MP,單體防禦力上升115%，4回合,
char,def_phys,砂之鎧,LV 4,80 MP,T型防禦力上升120%，2回合,
char,def_phys,砂之鎧,LV 5,110 MP,T型防禦力上升118%，3回合,
char,def_phys,砂之鎧,LV 6,140 MP,T型防禦力上升114%，4回合,
char,def_phys,砂之鎧,LV 7,170 MP,全體防禦力上升120%，2回合,
char,def_phys,砂之鎧,LV 8,210 MP,全體防禦力上升118%，3回合,
char,def_phys,砂之鎧,LV 9,250 MP,全體防禦力上升114%，4回合,
char,def_phys,砂之鎧,LV 10,290 MP,全體防禦力上升120%，4回合,
char,def_phys,砂之鎧,LV 11,330 MP,全體防禦力上升125%，3回合,
char,def_phys,砂之鎧,LV 12,370 MP,全體防禦力上升123%，5回合,
pet,pet_general,攻擊,攻擊,0 MP,能以普通攻擊給予打擊。,無學習等級限制。；費用 100；寵物技能店的佩蒂；法蘭城冒險者旅館(238，64)一樓(30，20)。
pet,pet_general,防禦,防禦,0 MP,能防守來自物理攻擊的打擊。,無學習等級限制。；費用 100；寵物技能店的佩蒂；法蘭城冒險者旅館(238，64)一樓(30，20)。
pet,pet_general,攻擊魔法防禦,攻擊魔法防禦,0 MP,能減輕來自魔法的打擊。,無學習等級限制。；費用 100；寵物技能店的佩蒂；法蘭城冒險者旅館(238，64)一樓(30，20)。
pet,pet_general,什麼也不做,什麼也不做,0 MP,命令寵物什麼事也別做。,無學習等級限制。；費用 50；寵物技能店的佩蒂；法蘭城冒險者旅館(238，64)一樓(30，20)。
pet,pet_general,定點移動,定點移動,0 MP,能和主人交換位置。,無學習等級限制。；費用 100；寵物技能店的佩蒂；法蘭城冒險者旅館(238，64)一樓(30，20)。
pet,pet_general,寵物郵件,寵物郵件,0 MP,利用寵物傳送物品給名片上同服務器的朋友。,無學習等級限制。戰鬥中以及部份迷宮不能。；費用 10000；寵物技能店的葛德裡亞；索奇亞哈貝魯村(81，4)
pet,pet_general,寵物散步,寵物散步,0 MP,寵物跟在主人之後。,無學習等級限制。與人組隊後系統自動解除「散步」功能，並收起寵物。；費用 4000/500000；寵物技能店的葛德裡亞；丘斯特村的貝里特(125，74)； 艾夏島的天鵝寵物店(127，141)
pet,pet_combat,連擊,LV 1,10 MP,對單體1~2回威力55%的物理攻擊。,無學習等級限制。；費用 200；寵物技能店的恰姆；芙蕾雅伊爾村，舊金山酒店(32，65)。
pet,pet_combat,連擊,LV 2,30 MP,對單體1~2回威力65%的物理攻擊。,等級需20以上。；費用 1000；寵物技能店的庫伯；索奇亞奇利村，PUB(46，78)。
pet,pet_combat,連擊,LV 3,50 MP,對單體1~3回威力49%的物理攻擊。,等級需40以上；費用 4000；寵物技能店的亞斯帕；莎蓮娜蒂娜村，PUB(46，56)。
pet,pet_combat,連擊,LV 4,70 MP,對單體1~4回威力42%的物理攻擊。,等級需60以上。；費用 9000；寵物技能店的拉琴；索奇亞哈貝魯村(19，85)。
pet,pet_combat,連擊,LV 5,90 MP,對單體1~4回威力??%的物理攻擊。,等級需80以上。；費用 16000；龍的使者；樹海地圖中央(216，259)
pet,pet_combat,連擊,LV 10,—,（sky 技能店無此級；部分寵物持有）,—
pet,pet_combat,連擊,LV 11,—,（sky 技能店無此級；部分寵物持有）,—
pet,pet_combat,連擊,LV 12,—,（sky 技能店無此級；部分寵物持有）,—
pet,pet_combat,連擊,LV 13,—,（sky 技能店無此級；部分寵物持有）,—
pet,pet_combat,諸刃,LV 1,10 MP,減少防禦力及精神力來增加攻擊力。,無學習等級限制。；費用 200；寵物技能店的恰姆；芙蕾雅伊爾村，舊金山酒店(32，65)。
pet,pet_combat,諸刃,LV 2,30 MP,減少防禦力及精神力來增加攻擊力。,等級需20以上。；費用 1000；寵物技能店的庫伯；索奇亞奇利村，PUB(46，78)。
pet,pet_combat,諸刃,LV 3,50 MP,減少防禦力及精神力來增加攻擊力。,等級需40以上；費用 4000；寵物技能店的亞斯帕；莎蓮娜蒂娜村，PUB(46，56)。
pet,pet_combat,諸刃,LV 4,70 MP,減少防禦力及精神力來增加攻擊力。,等級需60以上。；費用 9000；寵物技能店的拉琴；索奇亞哈貝魯村(19，85)。
pet,pet_combat,諸刃,LV 5,90 MP,減少防禦力及精神力來增加攻擊力。,等級需80以上。；費用 16000；龍的使者；樹海地圖中央(216，259)
pet,pet_combat,諸刃,LV 11,—,（sky 技能店無此級；部分寵物持有）,—
pet,pet_combat,諸刃,LV 12,—,（sky 技能店無此級；部分寵物持有）,—
pet,pet_combat,諸刃,LV 13,—,（sky 技能店無此級；部分寵物持有）,—
pet,pet_combat,乾坤一擲,LV 1,10 MP,犧牲命中率使攻擊力變成110%。,無學習等級限制。；費用 200；寵物技能店的恰姆；芙蕾雅伊爾村，舊金山酒店(32，65)。
pet,pet_combat,乾坤一擲,LV 2,30 MP,犧牲命中率使攻擊力變成130%。,等級需20以上。；費用 1000；寵物技能店的庫伯；索奇亞奇利村，PUB(46，78)。
pet,pet_combat,乾坤一擲,LV 3,50 MP,犧牲命中率使攻擊力變成150%。,等級需40以上；費用 4000；寵物技能店的亞斯帕；莎蓮娜蒂娜村，PUB(46，56)。
pet,pet_combat,乾坤一擲,LV 4,70 MP,犧牲命中率使攻擊力變成170%。,等級需60以上。；費用 9000；寵物技能店的拉琴；索奇亞哈貝魯村(19，85)。
pet,pet_combat,乾坤一擲,LV 5,90 MP,犧牲命中率使攻擊力變成190%。,等級需80以上。；費用 16000；龍的使者；樹海地圖中央(216，259)
pet,pet_combat,乾坤一擲,LV 10,—,（sky 技能店無此級；部分寵物持有）,—
pet,pet_combat,乾坤一擲,LV 11,—,（sky 技能店無此級；部分寵物持有）,—
pet,pet_combat,乾坤一擲,LV 12,—,（sky 技能店無此級；部分寵物持有）,—
pet,pet_combat,乾坤一擲,LV 13,—,（sky 技能店無此級；部分寵物持有）,—
pet,pet_combat,崩擊,LV 1,5 MP,給防禦狀態的對手120%的傷害。,無學習等級限制。；費用 200；寵物技能店的恰姆；芙蕾雅伊爾村，舊金山酒店(32，65)。
pet,pet_combat,崩擊,LV 2,15 MP,給防禦狀態的對手168%的傷害。,等級需20以上。；費用 1000；寵物技能店的庫伯；索奇亞奇利村，PUB(46，78)。
pet,pet_combat,崩擊,LV 3,25 MP,給防禦狀態的對手224%的傷害。,等級需40以上；費用 4000；寵物技能店的亞斯帕；莎蓮娜蒂娜村，PUB(46，56)。
pet,pet_combat,崩擊,LV 4,35 MP,給防禦狀態的對手288%的傷害。,等級需60以上。；費用 9000；寵物技能店的拉琴；索奇亞哈貝魯村(19，85)。
pet,pet_combat,崩擊,LV 5,45 MP,給防禦狀態的對手360%的傷害。,等級需80以上。；費用 16000；龍的使者；樹海地圖中央(216，259)
pet,pet_combat,崩擊,LV 11,—,（sky 技能店無此級；部分寵物持有）,—
pet,pet_combat,崩擊,LV 12,—,（sky 技能店無此級；部分寵物持有）,—
pet,pet_combat,陽炎,LV 1,10 MP,減少防禦力來增加3%的迴避率。,無學習等級限制。；費用 200；寵物技能店的恰姆；芙蕾雅伊爾村，舊金山酒店(32，65)。
pet,pet_combat,陽炎,LV 2,26 MP,減少防禦力來增加9%的迴避率。,等級需20以上。；費用 1000；寵物技能店的庫伯；索奇亞奇利村，PUB(46，78)。
pet,pet_combat,陽炎,LV 3,42 MP,減少防禦力來增加15%的迴避率。,等級需40以上；費用 4000；寵物技能店的亞斯帕；莎蓮娜蒂娜村，PUB(46，56)。
pet,pet_combat,陽炎,LV 4,58 MP,減少防禦力來增加21%的迴避率。,等級需60以上。；費用 9000；寵物技能店的拉琴；索奇亞哈貝魯村(19，85)。
pet,pet_combat,陽炎,LV 5,74 MP,減少防禦力來增加27%的迴避率。,等級需80以上。；費用 16000；龍的使者；樹海地圖中央(216，259)
pet,pet_combat,反擊,LV 1,5 MP,對物理攻擊採取威力80%的反擊。,無學習等級限制。；費用 200；寵物技能店的恰姆；芙蕾雅伊爾村，舊金山酒店(32，65)。
pet,pet_combat,反擊,LV 2,15 MP,對物理攻擊採取威力100%的反擊。,等級需20以上。；費用 1000；寵物技能店的庫伯；索奇亞奇利村，PUB(46，78)。
pet,pet_combat,反擊,LV 3,25 MP,對物理攻擊採取威力120%的反擊。,等級需40以上；費用 4000；寵物技能店的亞斯帕；莎蓮娜蒂娜村，PUB(46，56)。
pet,pet_combat,反擊,LV 4,35 MP,對物理攻擊採取威力140%的反擊。,等級需60以上。；費用 9000；寵物技能店的拉琴；索奇亞哈貝魯村(19，85)。
pet,pet_combat,反擊,LV 5,45 MP,對物理攻擊採取威力160%的反擊。,等級需80以上。；費用 16000；龍的使者；樹海地圖中央(216，259)
pet,pet_combat,反擊,LV 11,—,（sky 技能店無此級；部分寵物持有）,—
pet,pet_combat,戰慄襲心,LV 1,10 MP,減少對象現有魔力值的5%。,無學習等級限制。；費用 200；寵物技能店的葛利；芙蕾雅維諾亞村，村長的家(40，36)。
pet,pet_combat,戰慄襲心,LV 2,30 MP,減少對象現有魔力值的15%。,等級需20以上。；費用 1000；寵物技能店的庫伯；索奇亞奇利村，PUB(46，78)。
pet,pet_combat,戰慄襲心,LV 3,50 MP,減少對象現有魔力值的25%。,等級需40以上；費用 4000；寵物技能店的亞斯帕；莎蓮娜蒂娜村，PUB(46，56)。
pet,pet_combat,戰慄襲心,LV 4,70 MP,減少對象現有魔力值的35%。,等級需60以上。；費用 9000；寵物技能店的拉琴；索奇亞哈貝魯村(19，85)。
pet,pet_combat,戰慄襲心,LV 5,90 MP,減少對象現有魔力值的45%。,等級需80以上。；費用 16000；龍的使者；樹海地圖中央(216，259)
pet,pet_combat,戰慄襲心,LV 11,—,（sky 技能店無此級；部分寵物持有）,—
pet,pet_combat,戰慄襲心,LV 12,—,（sky 技能店無此級；部分寵物持有）,—
pet,pet_combat,戰慄襲心,LV 13,—,（sky 技能店無此級；部分寵物持有）,—
pet,pet_combat,護衛,LV 1,10 MP,加成損傷158%替對象承受近距攻擊。,無學習等級限制。；費用 500；寵物技能店的葛利；芙蕾雅維諾亞村，村長的家(40，36)。
pet,pet_combat,護衛,LV 2,30 MP,加成損傷125%替對象承受近距攻擊。,等級需20以上。；費用 1500；寵物技能店的庫伯；索奇亞奇利村，PUB(46，78)。
pet,pet_combat,護衛,LV 3,50 MP,加成損傷107%替對象承受近距攻擊。,等級需40以上；費用 5000；寵物技能店的亞斯帕；莎蓮娜蒂娜村，PUB(46，56)。
pet,pet_combat,護衛,LV 4,70 MP,加成損傷98%替對象承受近距攻擊。,等級需60以上。；費用 12000；寵物技能店的拉琴；索奇亞哈貝魯村(19，85)。
pet,pet_combat,護衛,LV 5,90 MP,加成損傷??%替對象承受近距攻擊。,等級需80以上。；費用 27000；龍的使者；樹海地圖中央(216，259)
pet,pet_combat,護衛,LV 11,—,（sky 技能店無此級；部分寵物持有）,—
