活動日期,公告日,活動／期別,NPC,所需寵物,所需道具,獲得寵物,合成樹,入手方法,公告連結
2026-02-12～2026-02-26,2026-02-12,光之指引救贖之子 保底必得馬年限定寵物,新春活動使者（里謝里雅堡 48.76）,任意等級的冰原獨角獸,"冰原獨角獸設計圖ABC*1 100,000G金幣",lv1改造冰原獨角獸 概率5% lv1冰原獨角獸概率95%,"任意等級的冰原獨角獸 ＋ 冰原獨角獸設計圖ABC×1 ＋ 金幣100,000G ＝ / ├ lv1改造冰原獨角獸（概率5%） / └ lv1冰原獨角獸（概率95%）",所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16554.html)
2026-02-12～2026-02-26,2026-02-12,光之指引救贖之子 保底必得馬年限定寵物,大法師安蕾雅（艾爾瑪城元素師家 216.188）,Lv1的舞,"舞之聖角*1 閃耀變異之源*10 50,000G金幣",Lv1的舞 概率95% Lv1的天叢雲舞 概率5%,"Lv1的舞 ＋ 舞之聖角×1 ＋ 閃耀變異之源×10 ＋ 金幣50,000G ＝ / ├ Lv1的舞（概率95%） / └ Lv1的天叢雲舞（概率5%）",所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16554.html)
2026-02-12～2026-03-12,2026-02-12,光之指引救贖之子 保底必得馬年限定寵物,噗栗族長（里謝里雅堡 52.78）,Lv1的噗栗醬,"聖誕星人許願卡*1 100,000G金幣",Lv1的噗栗君 概率33% Lv1的噗栗醬 概率33% Lv1的噗栗桑 概率33% Lv1的噗栗大王 概率1%,"Lv1的噗栗醬 ＋ 聖誕星人許願卡×1 ＋ 金幣100,000G ＝ / ├ Lv1的噗栗君（概率33%） / ├ Lv1的噗栗醬（概率33%） / ├ Lv1的噗栗桑（概率33%） / └ Lv1的噗栗大王（概率1%）",所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16554.html)
2026-02-12～2026-03-12,2026-02-12,光之指引救贖之子 保底必得馬年限定寵物,噗栗族長（里謝里雅堡 52.78）,Lv1的噗栗桑,"聖誕星人許願卡*1 100,000G金幣",Lv1的噗栗君 概率33% Lv1的噗栗醬 概率33% Lv1的噗栗桑 概率33% Lv1的噗栗大王 概率1%,"Lv1的噗栗桑 ＋ 聖誕星人許願卡×1 ＋ 金幣100,000G ＝ / ├ Lv1的噗栗君（概率33%） / ├ Lv1的噗栗醬（概率33%） / ├ Lv1的噗栗桑（概率33%） / └ Lv1的噗栗大王（概率1%）",所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16554.html)
2026-02-12～2026-03-12,2026-02-12,光之指引救贖之子 保底必得馬年限定寵物,噗栗族長（里謝里雅堡 52.78）,Lv1的噗栗君,"聖誕星人許願卡*1 100,000G金幣",Lv1的噗栗君 概率33% Lv1的噗栗醬 概率33% Lv1的噗栗桑 概率33% Lv1的噗栗大王 概率1%,"Lv1的噗栗君 ＋ 聖誕星人許願卡×1 ＋ 金幣100,000G ＝ / ├ Lv1的噗栗君（概率33%） / ├ Lv1的噗栗醬（概率33%） / ├ Lv1的噗栗桑（概率33%） / └ Lv1的噗栗大王（概率1%）",所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16554.html)
2026-02-02～2026-03-03,2026-01-30,駕馭禁忌之力 簽訂噬歲時序的傳說,NPC：災歲鍛契者卡爾斯（魔法大學研究所 47.21）,Lv1的噬歲狼王,災厄王印*1,Lv1的噬歲狼王,Lv1的噬歲狼王 ＋ 災厄王印×1 ＝ Lv1的噬歲狼王,所需寵物：當期寶盒／活動抽取：噬歲狼王召喚書（0.1%）、向 NPC：血歲司祭赫摩爾（魔法大學研究所 48.21） 交付 Lv1的嗜血狂狼＋年獸歲血*188 取得：噬歲狼王召喚書(概率10%)、前置合成：Lv1的嗜血狂狼 ＋ 災厄王印×3 ＝ Lv1的噬歲狼王；所需道具：向 NPC：血歲司祭赫摩爾（魔法大學研究所 48.21） 交付 Lv1的嗜血狂狼＋年獸歲血*188 取得：災厄王印(概率90%),[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16484.html)
2026-02-02～2026-03-03,2026-01-30,駕馭禁忌之力 簽訂噬歲時序的傳說,NPC：災歲鍛契者卡爾斯（魔法大學研究所 47.21）,Lv1的嗜血狂狼,災厄王印*3,Lv1的噬歲狼王,Lv1的嗜血狂狼 ＋ 災厄王印×3 ＝ Lv1的噬歲狼王,所需寵物：當期寶盒／活動抽取：嗜血狂狼召喚書（1%）；所需道具：向 NPC：血歲司祭赫摩爾（魔法大學研究所 48.21） 交付 Lv1的嗜血狂狼＋年獸歲血*188 取得：災厄王印(概率90%),[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16484.html)
2026-01-22～2026-02-05,2026-01-21,黃金迷宮與神龍的傳說 保底必得限定黃金獸,裘瑟貝（法蘭城 195.67）,LV1的布丁史萊姆,布丁史萊姆設計圖ABC,Lv1的黃金史萊姆,LV1的布丁史萊姆 ＋ 布丁史萊姆設計圖ABC ＝ Lv1的黃金史萊姆,所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16444.html)
2026-01-01～2026-02-02,2025-12-31,千年血脈的呼喚勇者小隊再集結 首日9折&首週血脈共鳴成功率直升三倍,NPC：血脈共鳴師（魔法大學研究所 12.26）,Lv1的魔術師艾夏菲,勇者之魂*3,Lv1的大魔導師艾夏菲,Lv1的魔術師艾夏菲 ＋ 勇者之魂×3 ＝ Lv1的大魔導師艾夏菲,所需寵物：當期寶盒／活動抽取：魔術師艾夏菲召喚書（1%）；所需道具：向 NPC：大賢者（魔法大學研究所 12.25） 交付 Lv1的劍士里昂＋記憶火種*188 取得：勇者之魂(概率70%)、向 NPC：大賢者（魔法大學研究所 12.25） 交付 Lv1的戰斧帕里修斯＋記憶火種*188 取得：勇者之魂(概率70%)、向 NPC：大賢者（魔法大學研究所 12.25） 交付 Lv1的巫師耶克爾＋記憶火種*188 取得：勇者之魂(概率70%)、向 NPC：大賢者（魔法大學研究所 12.25） 交付 Lv1的魔術師艾夏菲＋記憶火種*188 取得：勇者之魂(概率70%),[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16364.html)
2026-01-01～2026-02-02,2025-12-31,千年血脈的呼喚勇者小隊再集結 首日9折&首週血脈共鳴成功率直升三倍,NPC：血脈共鳴師（魔法大學研究所 12.26）,Lv1的戰斧帕里修斯,勇者之魂*3,Lv1的戰斧大師帕里修斯,Lv1的戰斧帕里修斯 ＋ 勇者之魂×3 ＝ Lv1的戰斧大師帕里修斯,所需寵物：當期寶盒／活動抽取：戰斧帕里修斯召喚書（1%）；所需道具：向 NPC：大賢者（魔法大學研究所 12.25） 交付 Lv1的劍士里昂＋記憶火種*188 取得：勇者之魂(概率70%)、向 NPC：大賢者（魔法大學研究所 12.25） 交付 Lv1的戰斧帕里修斯＋記憶火種*188 取得：勇者之魂(概率70%)、向 NPC：大賢者（魔法大學研究所 12.25） 交付 Lv1的巫師耶克爾＋記憶火種*188 取得：勇者之魂(概率70%)、向 NPC：大賢者（魔法大學研究所 12.25） 交付 Lv1的魔術師艾夏菲＋記憶火種*188 取得：勇者之魂(概率70%),[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16364.html)
2026-01-01～2026-02-02,2025-12-31,千年血脈的呼喚勇者小隊再集結 首日9折&首週血脈共鳴成功率直升三倍,NPC：血脈共鳴師（魔法大學研究所 12.26）,Lv1的戰斧大師帕里修斯,勇者之魂*1,Lv1的戰斧大師帕里修斯,Lv1的戰斧大師帕里修斯 ＋ 勇者之魂×1 ＝ Lv1的戰斧大師帕里修斯,所需寵物：當期寶盒／活動抽取：戰斧大師帕里修斯召喚書（0.05%）、向 NPC：大賢者（魔法大學研究所 12.25） 交付 Lv1的戰斧帕里修斯＋記憶火種*188 取得：戰斧大師帕里修斯召喚書(概率30%)、前置合成：Lv1的戰斧帕里修斯 ＋ 勇者之魂×3 ＝ Lv1的戰斧大師帕里修斯；所需道具：向 NPC：大賢者（魔法大學研究所 12.25） 交付 Lv1的劍士里昂＋記憶火種*188 取得：勇者之魂(概率70%)、向 NPC：大賢者（魔法大學研究所 12.25） 交付 Lv1的戰斧帕里修斯＋記憶火種*188 取得：勇者之魂(概率70%)、向 NPC：大賢者（魔法大學研究所 12.25） 交付 Lv1的巫師耶克爾＋記憶火種*188 取得：勇者之魂(概率70%)、向 NPC：大賢者（魔法大學研究所 12.25） 交付 Lv1的魔術師艾夏菲＋記憶火種*188 取得：勇者之魂(概率70%),[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16364.html)
2026-01-01～2026-02-02,2025-12-31,千年血脈的呼喚勇者小隊再集結 首日9折&首週血脈共鳴成功率直升三倍,NPC：血脈共鳴師（魔法大學研究所 12.26）,Lv1的巫王耶克爾,勇者之魂*1,Lv1的巫王耶克爾,Lv1的巫王耶克爾 ＋ 勇者之魂×1 ＝ Lv1的巫王耶克爾,所需寵物：當期寶盒／活動抽取：巫王耶克爾召喚書（0.05%）、向 NPC：大賢者（魔法大學研究所 12.25） 交付 Lv1的巫師耶克爾＋記憶火種*188 取得：巫王耶克爾召喚書(概率30%)、前置合成：Lv1的巫師耶克爾 ＋ 勇者之魂×3 ＝ Lv1的巫王耶克爾；所需道具：向 NPC：大賢者（魔法大學研究所 12.25） 交付 Lv1的劍士里昂＋記憶火種*188 取得：勇者之魂(概率70%)、向 NPC：大賢者（魔法大學研究所 12.25） 交付 Lv1的戰斧帕里修斯＋記憶火種*188 取得：勇者之魂(概率70%)、向 NPC：大賢者（魔法大學研究所 12.25） 交付 Lv1的巫師耶克爾＋記憶火種*188 取得：勇者之魂(概率70%)、向 NPC：大賢者（魔法大學研究所 12.25） 交付 Lv1的魔術師艾夏菲＋記憶火種*188 取得：勇者之魂(概率70%),[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16364.html)
2026-01-01～2026-02-02,2025-12-31,千年血脈的呼喚勇者小隊再集結 首日9折&首週血脈共鳴成功率直升三倍,NPC：血脈共鳴師（魔法大學研究所 12.26）,Lv1的巫師耶克爾,勇者之魂*3,Lv1的巫王耶克爾,Lv1的巫師耶克爾 ＋ 勇者之魂×3 ＝ Lv1的巫王耶克爾,所需寵物：當期寶盒／活動抽取：巫師耶克爾召喚書（1%）；所需道具：向 NPC：大賢者（魔法大學研究所 12.25） 交付 Lv1的劍士里昂＋記憶火種*188 取得：勇者之魂(概率70%)、向 NPC：大賢者（魔法大學研究所 12.25） 交付 Lv1的戰斧帕里修斯＋記憶火種*188 取得：勇者之魂(概率70%)、向 NPC：大賢者（魔法大學研究所 12.25） 交付 Lv1的巫師耶克爾＋記憶火種*188 取得：勇者之魂(概率70%)、向 NPC：大賢者（魔法大學研究所 12.25） 交付 Lv1的魔術師艾夏菲＋記憶火種*188 取得：勇者之魂(概率70%),[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16364.html)
2026-01-01～2026-02-02,2025-12-31,千年血脈的呼喚勇者小隊再集結 首日9折&首週血脈共鳴成功率直升三倍,NPC：血脈共鳴師（魔法大學研究所 12.26）,Lv1的大魔導師艾夏菲,勇者之魂*1,Lv1的大魔導師艾夏菲,Lv1的大魔導師艾夏菲 ＋ 勇者之魂×1 ＝ Lv1的大魔導師艾夏菲,所需寵物：當期寶盒／活動抽取：大魔導師艾夏菲召喚書（0.05%）、向 NPC：大賢者（魔法大學研究所 12.25） 交付 Lv1的魔術師艾夏菲＋記憶火種*188 取得：大魔導師艾夏菲召喚書(概率30%)、前置合成：Lv1的魔術師艾夏菲 ＋ 勇者之魂×3 ＝ Lv1的大魔導師艾夏菲；所需道具：向 NPC：大賢者（魔法大學研究所 12.25） 交付 Lv1的劍士里昂＋記憶火種*188 取得：勇者之魂(概率70%)、向 NPC：大賢者（魔法大學研究所 12.25） 交付 Lv1的戰斧帕里修斯＋記憶火種*188 取得：勇者之魂(概率70%)、向 NPC：大賢者（魔法大學研究所 12.25） 交付 Lv1的巫師耶克爾＋記憶火種*188 取得：勇者之魂(概率70%)、向 NPC：大賢者（魔法大學研究所 12.25） 交付 Lv1的魔術師艾夏菲＋記憶火種*188 取得：勇者之魂(概率70%),[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16364.html)
2026-01-01～2026-02-02,2025-12-31,千年血脈的呼喚勇者小隊再集結 首日9折&首週血脈共鳴成功率直升三倍,NPC：血脈共鳴師（魔法大學研究所 12.26）,Lv1的劍術大師里昂,勇者之魂*1,Lv1的劍術大師里昂,Lv1的劍術大師里昂 ＋ 勇者之魂×1 ＝ Lv1的劍術大師里昂,所需寵物：當期寶盒／活動抽取：劍術大師里昂召喚書（0.05%）、向 NPC：大賢者（魔法大學研究所 12.25） 交付 Lv1的劍士里昂＋記憶火種*188 取得：劍術大師里昂召喚書(概率30%)、前置合成：Lv1的劍士里昂 ＋ 勇者之魂×3 ＝ Lv1的劍術大師里昂；所需道具：向 NPC：大賢者（魔法大學研究所 12.25） 交付 Lv1的劍士里昂＋記憶火種*188 取得：勇者之魂(概率70%)、向 NPC：大賢者（魔法大學研究所 12.25） 交付 Lv1的戰斧帕里修斯＋記憶火種*188 取得：勇者之魂(概率70%)、向 NPC：大賢者（魔法大學研究所 12.25） 交付 Lv1的巫師耶克爾＋記憶火種*188 取得：勇者之魂(概率70%)、向 NPC：大賢者（魔法大學研究所 12.25） 交付 Lv1的魔術師艾夏菲＋記憶火種*188 取得：勇者之魂(概率70%),[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16364.html)
2026-01-01～2026-02-02,2025-12-31,千年血脈的呼喚勇者小隊再集結 首日9折&首週血脈共鳴成功率直升三倍,NPC：血脈共鳴師（魔法大學研究所 12.26）,Lv1的劍士里昂,勇者之魂*3,Lv1的劍術大師里昂,Lv1的劍士里昂 ＋ 勇者之魂×3 ＝ Lv1的劍術大師里昂,所需寵物：當期寶盒／活動抽取：劍士里昂召喚書（1%）；所需道具：向 NPC：大賢者（魔法大學研究所 12.25） 交付 Lv1的劍士里昂＋記憶火種*188 取得：勇者之魂(概率70%)、向 NPC：大賢者（魔法大學研究所 12.25） 交付 Lv1的戰斧帕里修斯＋記憶火種*188 取得：勇者之魂(概率70%)、向 NPC：大賢者（魔法大學研究所 12.25） 交付 Lv1的巫師耶克爾＋記憶火種*188 取得：勇者之魂(概率70%)、向 NPC：大賢者（魔法大學研究所 12.25） 交付 Lv1的魔術師艾夏菲＋記憶火種*188 取得：勇者之魂(概率70%),[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16364.html)
2025-12-25～2026-01-22,2025-12-24,失蹤的馴鹿大作戰 與搗蛋大王的約定,裘瑟貝（法蘭城 195.67）,任意等級的聖誕馴鹿,聖誕馴鹿設計圖ABC,Lv1的改造馴鹿,任意等級的聖誕馴鹿 ＋ 聖誕馴鹿設計圖ABC ＝ Lv1的改造馴鹿,所需寵物：當期寶盒／活動抽取：聖誕馴鹿召喚書（9.5%）；所需道具：當期寶盒／活動抽取：聖誕馴鹿設計圖A（12%）,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16344.html)
2025-12-25～2026-01-22,2025-12-24,失蹤的馴鹿大作戰 與搗蛋大王的約定,裘瑟貝（法蘭城 195.67）,任意等級的聖誕水藍鼠,聖誕水藍鼠設計圖ABC,Lv1的改造聖誕水藍鼠,任意等級的聖誕水藍鼠 ＋ 聖誕水藍鼠設計圖ABC ＝ Lv1的改造聖誕水藍鼠,所需寵物：當期寶盒／活動抽取：聖誕水藍鼠召喚書（6%）；所需道具：當期寶盒／活動抽取：聖誕水藍鼠設計圖A（5%）,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16344.html)
2025-12-25～2026-01-22,2025-12-24,失蹤的馴鹿大作戰 與搗蛋大王的約定,裘瑟貝（法蘭城 195.67）,任意等級的糖果大地鼠,糖果大地鼠設計圖ABC,Lv1的改造糖果大地鼠,任意等級的糖果大地鼠 ＋ 糖果大地鼠設計圖ABC ＝ Lv1的改造糖果大地鼠,所需寵物：當期寶盒／活動抽取：糖果大地鼠召喚書（1%）；所需道具：當期寶盒／活動抽取：糖果大地鼠設計圖A（8%）,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16344.html)
2025-12-25～2026-01-22,2025-12-24,失蹤的馴鹿大作戰 與搗蛋大王的約定,奔旦一族（里謝里雅堡 52.81）,Lv1的奔旦醬,"聖誕星人許願卡*1 100,000G金幣",Lv1的奔旦君 概率33% Lv1的奔旦醬 概率33% Lv1的奔旦桑 概率33% Lv1的奔旦大王 概率1%,"Lv1的奔旦醬 ＋ 聖誕星人許願卡×1 ＋ 金幣100,000G ＝ / ├ Lv1的奔旦君（概率33%） / ├ Lv1的奔旦醬（概率33%） / ├ Lv1的奔旦桑（概率33%） / └ Lv1的奔旦大王（概率1%）",所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16344.html)
2025-12-25～2026-01-22,2025-12-24,失蹤的馴鹿大作戰 與搗蛋大王的約定,奔旦一族（里謝里雅堡 52.81）,Lv1的奔旦桑,"聖誕星人許願卡*1 100,000G金幣",Lv1的奔旦君 概率33% Lv1的奔旦醬 概率33% Lv1的奔旦桑 概率33% Lv1的奔旦大王 概率1%,"Lv1的奔旦桑 ＋ 聖誕星人許願卡×1 ＋ 金幣100,000G ＝ / ├ Lv1的奔旦君（概率33%） / ├ Lv1的奔旦醬（概率33%） / ├ Lv1的奔旦桑（概率33%） / └ Lv1的奔旦大王（概率1%）",所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16344.html)
2025-12-25～2026-01-22,2025-12-24,失蹤的馴鹿大作戰 與搗蛋大王的約定,奔旦一族（里謝里雅堡 52.81）,Lv1的奔旦君,"聖誕星人許願卡*1 100,000G金幣",Lv1的奔旦君 概率33% Lv1的奔旦醬 概率33% Lv1的奔旦桑 概率33% Lv1的奔旦大王 概率1%,"Lv1的奔旦君 ＋ 聖誕星人許願卡×1 ＋ 金幣100,000G ＝ / ├ Lv1的奔旦君（概率33%） / ├ Lv1的奔旦醬（概率33%） / ├ Lv1的奔旦桑（概率33%） / └ Lv1的奔旦大王（概率1%）",所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16344.html)
2025-12-25～2026-01-22,2025-12-24,失蹤的馴鹿大作戰 與搗蛋大王的約定,NPC：奇奇卡(精靈城寵物店15，6）,Lv1赤燄,變異之源*3 希望火柴盒*10 精靈王契約*50 金幣100000G,火柴小王子,"Lv1赤燄 ＋ 變異之源×3 ＋ 希望火柴盒×10 ＋ 精靈王契約×50 ＋ 金幣100,000G ＝ 火柴小王子",所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16344.html)
2025-12-25～2026-01-22,2025-12-24,失蹤的馴鹿大作戰 與搗蛋大王的約定,NPC：奇奇卡(精靈城寵物店15，6）,Lv1碧燄,變異之源*3 希望火柴盒*10 精靈王契約*50 金幣100000G,火柴小王子,"Lv1碧燄 ＋ 變異之源×3 ＋ 希望火柴盒×10 ＋ 精靈王契約×50 ＋ 金幣100,000G ＝ 火柴小王子",所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16344.html)
2025-12-12～2026-01-01,2025-12-12,虛無暗淵之主 沉睡的紫獄龍王,NPC：幻龍契約大師（魔法大學研究所 45.20）,Lv1的紫獄龍王,紫龍魂契*1,Lv1的紫獄龍王,Lv1的紫獄龍王 ＋ 紫龍魂契×1 ＝ Lv1的紫獄龍王,所需寵物：當期寶盒／活動抽取：紫獄龍王召喚書（0.1%）、向 NPC：幻龍契約師（魔法大學研究所 46.21） 交付 Lv1的幻紫飛龍＋升華之血*188 取得：紫獄龍王召喚書(概率10%)、前置合成：Lv1的幻紫飛龍 ＋ 紫龍魂契×3 ＝ Lv1的紫獄龍王；所需道具：向 NPC：幻龍契約師（魔法大學研究所 46.21） 交付 Lv1的幻紫飛龍＋升華之血*188 取得：紫龍魂契(概率90%),[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16314.html)
