技能,適用,等級,魔力消耗,成功率倍率,作用範圍,效果,學習資訊
戒驕戒躁,人物,5,25,成功率/倍率 55%,目標對象,發揮 戒驕戒躁 第 5 階級專屬效果,
戒驕戒躁,人物,6,30,成功率/倍率 60%,目標對象,發揮 戒驕戒躁 第 6 階級專屬效果,
戒驕戒躁,人物,7,35,成功率/倍率 65%,目標對象,發揮 戒驕戒躁 第 7 階級專屬效果,
戒驕戒躁,人物,8,40,成功率/倍率 70%,目標對象,發揮 戒驕戒躁 第 8 階級專屬效果,
戒驕戒躁,人物,9,45,成功率/倍率 75%,目標對象,發揮 戒驕戒躁 第 9 階級專屬效果,
戒驕戒躁,人物,10,50,成功率/倍率 80%,目標對象,發揮 戒驕戒躁 第 10 階級專屬效果,
戒驕戒躁,人物,11,55,成功率/倍率 85%,目標對象,發揮 戒驕戒躁 第 11 階級專屬效果 (LV11 線性推估),
戒驕戒躁,人物,12,60,成功率/倍率 90%,目標對象,發揮 戒驕戒躁 第 12 階級專屬效果 (LV12 線性推估),
捷舞,人物,1,5,成功率/倍率 35%,目標對象,發揮 捷舞 第 1 階級專屬效果,
捷舞,人物,2,10,成功率/倍率 40%,目標對象,發揮 捷舞 第 2 階級專屬效果,
捷舞,人物,3,15,成功率/倍率 45%,目標對象,發揮 捷舞 第 3 階級專屬效果,
捷舞,人物,4,20,成功率/倍率 50%,目標對象,發揮 捷舞 第 4 階級專屬效果,
捷舞,人物,5,25,成功率/倍率 55%,目標對象,發揮 捷舞 第 5 階級專屬效果,
捷舞,人物,6,30,成功率/倍率 60%,目標對象,發揮 捷舞 第 6 階級專屬效果,
捷舞,人物,7,35,成功率/倍率 65%,目標對象,發揮 捷舞 第 7 階級專屬效果,
捷舞,人物,8,40,成功率/倍率 70%,目標對象,發揮 捷舞 第 8 階級專屬效果,
捷舞,人物,9,45,成功率/倍率 75%,目標對象,發揮 捷舞 第 9 階級專屬效果,
捷舞,人物,10,50,成功率/倍率 80%,目標對象,發揮 捷舞 第 10 階級專屬效果,
捷舞,人物,11,55,成功率/倍率 85%,目標對象,發揮 捷舞 第 11 階級專屬效果 (LV11 線性推估),
捷舞,人物,12,60,成功率/倍率 90%,目標對象,發揮 捷舞 第 12 階級專屬效果 (LV12 線性推估),
炸彈轉化,人物,1,5,成功率/倍率 35%,目標對象,發揮 炸彈轉化 第 1 階級專屬效果,
炸彈轉化,人物,2,10,成功率/倍率 40%,目標對象,發揮 炸彈轉化 第 2 階級專屬效果,
炸彈轉化,人物,3,15,成功率/倍率 45%,目標對象,發揮 炸彈轉化 第 3 階級專屬效果,
炸彈轉化,人物,4,20,成功率/倍率 50%,目標對象,發揮 炸彈轉化 第 4 階級專屬效果,
炸彈轉化,人物,5,25,成功率/倍率 55%,目標對象,發揮 炸彈轉化 第 5 階級專屬效果,
炸彈轉化,人物,6,30,成功率/倍率 60%,目標對象,發揮 炸彈轉化 第 6 階級專屬效果,
炸彈轉化,人物,7,35,成功率/倍率 65%,目標對象,發揮 炸彈轉化 第 7 階級專屬效果,
炸彈轉化,人物,8,40,成功率/倍率 70%,目標對象,發揮 炸彈轉化 第 8 階級專屬效果,
炸彈轉化,人物,9,45,成功率/倍率 75%,目標對象,發揮 炸彈轉化 第 9 階級專屬效果,
炸彈轉化,人物,10,50,成功率/倍率 80%,目標對象,發揮 炸彈轉化 第 10 階級專屬效果,
炸彈轉化,人物,11,55,成功率/倍率 85%,目標對象,發揮 炸彈轉化 第 11 階級專屬效果 (LV11 線性推估),
炸彈轉化,人物,12,60,成功率/倍率 90%,目標對象,發揮 炸彈轉化 第 12 階級專屬效果 (LV12 線性推估),
物品鑑定,人物,1,5,100%,單一道具,識別 1 階未鑑定道具,
羊頭狗肉,人物,1,5,成功率/倍率 35%,目標對象,發揮 羊頭狗肉 第 1 階級專屬效果,
羊頭狗肉,人物,2,10,成功率/倍率 40%,目標對象,發揮 羊頭狗肉 第 2 階級專屬效果,
羊頭狗肉,人物,3,15,成功率/倍率 45%,目標對象,發揮 羊頭狗肉 第 3 階級專屬效果,
羊頭狗肉,人物,4,20,成功率/倍率 50%,目標對象,發揮 羊頭狗肉 第 4 階級專屬效果,
羊頭狗肉,人物,5,25,成功率/倍率 55%,目標對象,發揮 羊頭狗肉 第 5 階級專屬效果,
羊頭狗肉,人物,6,30,成功率/倍率 60%,目標對象,發揮 羊頭狗肉 第 6 階級專屬效果,
羊頭狗肉,人物,7,35,成功率/倍率 65%,目標對象,發揮 羊頭狗肉 第 7 階級專屬效果,
羊頭狗肉,人物,8,40,成功率/倍率 70%,目標對象,發揮 羊頭狗肉 第 8 階級專屬效果,
羊頭狗肉,人物,9,45,成功率/倍率 75%,目標對象,發揮 羊頭狗肉 第 9 階級專屬效果,
羊頭狗肉,人物,10,50,成功率/倍率 80%,目標對象,發揮 羊頭狗肉 第 10 階級專屬效果,
羊頭狗肉,人物,11,55,成功率/倍率 85%,目標對象,發揮 羊頭狗肉 第 11 階級專屬效果 (LV11 線性推估),
羊頭狗肉,人物,12,60,成功率/倍率 90%,目標對象,發揮 羊頭狗肉 第 12 階級專屬效果 (LV12 線性推估),
虛死為上,人物,1,5,成功率/倍率 35%,目標對象,發揮 虛死為上 第 1 階級專屬效果,
虛死為上,人物,2,10,成功率/倍率 40%,目標對象,發揮 虛死為上 第 2 階級專屬效果,
虛死為上,人物,3,15,成功率/倍率 45%,目標對象,發揮 虛死為上 第 3 階級專屬效果,
虛死為上,人物,4,20,成功率/倍率 50%,目標對象,發揮 虛死為上 第 4 階級專屬效果,
虛死為上,人物,5,25,成功率/倍率 55%,目標對象,發揮 虛死為上 第 5 階級專屬效果,
虛死為上,人物,6,30,成功率/倍率 60%,目標對象,發揮 虛死為上 第 6 階級專屬效果,
虛死為上,人物,7,35,成功率/倍率 65%,目標對象,發揮 虛死為上 第 7 階級專屬效果,
虛死為上,人物,8,40,成功率/倍率 70%,目標對象,發揮 虛死為上 第 8 階級專屬效果,
虛死為上,人物,9,45,成功率/倍率 75%,目標對象,發揮 虛死為上 第 9 階級專屬效果,
虛死為上,人物,10,50,成功率/倍率 80%,目標對象,發揮 虛死為上 第 10 階級專屬效果,
虛死為上,人物,11,55,成功率/倍率 85%,目標對象,發揮 虛死為上 第 11 階級專屬效果 (LV11 線性推估),
虛死為上,人物,12,60,成功率/倍率 90%,目標對象,發揮 虛死為上 第 12 階級專屬效果 (LV12 線性推估),
裝飾,人物,1,5,成功率/倍率 35%,目標對象,發揮 裝飾 第 1 階級專屬效果,
裝飾,人物,2,10,成功率/倍率 40%,目標對象,發揮 裝飾 第 2 階級專屬效果,
裝飾,人物,3,15,成功率/倍率 45%,目標對象,發揮 裝飾 第 3 階級專屬效果,
裝飾,人物,4,20,成功率/倍率 50%,目標對象,發揮 裝飾 第 4 階級專屬效果,
裝飾,人物,5,25,成功率/倍率 55%,目標對象,發揮 裝飾 第 5 階級專屬效果,
裝飾,人物,6,30,成功率/倍率 60%,目標對象,發揮 裝飾 第 6 階級專屬效果,
裝飾,人物,7,35,成功率/倍率 65%,目標對象,發揮 裝飾 第 7 階級專屬效果,
裝飾,人物,8,40,成功率/倍率 70%,目標對象,發揮 裝飾 第 8 階級專屬效果,
裝飾,人物,9,45,成功率/倍率 75%,目標對象,發揮 裝飾 第 9 階級專屬效果,
裝飾,人物,10,50,成功率/倍率 80%,目標對象,發揮 裝飾 第 10 階級專屬效果,
裝飾,人物,11,55,成功率/倍率 85%,目標對象,發揮 裝飾 第 11 階級專屬效果 (LV11 線性推估),
裝飾,人物,12,60,成功率/倍率 90%,目標對象,發揮 裝飾 第 12 階級專屬效果 (LV12 線性推估),
變裝,人物,1,5,成功率/倍率 35%,目標對象,發揮 變裝 第 1 階級專屬效果,
變裝,人物,2,10,成功率/倍率 40%,目標對象,發揮 變裝 第 2 階級專屬效果,
變裝,人物,3,15,成功率/倍率 45%,目標對象,發揮 變裝 第 3 階級專屬效果,
變裝,人物,4,20,成功率/倍率 50%,目標對象,發揮 變裝 第 4 階級專屬效果,
變裝,人物,5,25,成功率/倍率 55%,目標對象,發揮 變裝 第 5 階級專屬效果,
變裝,人物,6,30,成功率/倍率 60%,目標對象,發揮 變裝 第 6 階級專屬效果,
變裝,人物,7,35,成功率/倍率 65%,目標對象,發揮 變裝 第 7 階級專屬效果,
變裝,人物,8,40,成功率/倍率 70%,目標對象,發揮 變裝 第 8 階級專屬效果,
變裝,人物,9,45,成功率/倍率 75%,目標對象,發揮 變裝 第 9 階級專屬效果,
變裝,人物,10,50,成功率/倍率 80%,目標對象,發揮 變裝 第 10 階級專屬效果,
變裝,人物,11,55,成功率/倍率 85%,目標對象,發揮 變裝 第 11 階級專屬效果 (LV11 線性推估),
變裝,人物,12,60,成功率/倍率 90%,目標對象,發揮 變裝 第 12 階級專屬效果 (LV12 線性推估),
變身,人物,1,5,成功率/倍率 35%,目標對象,發揮 變身 第 1 階級專屬效果,
變身,人物,2,10,成功率/倍率 40%,目標對象,發揮 變身 第 2 階級專屬效果,
變身,人物,3,15,成功率/倍率 45%,目標對象,發揮 變身 第 3 階級專屬效果,
變身,人物,4,20,成功率/倍率 50%,目標對象,發揮 變身 第 4 階級專屬效果,
變身,人物,5,25,成功率/倍率 55%,目標對象,發揮 變身 第 5 階級專屬效果,
變身,人物,6,30,成功率/倍率 60%,目標對象,發揮 變身 第 6 階級專屬效果,
變身,人物,7,35,成功率/倍率 65%,目標對象,發揮 變身 第 7 階級專屬效果,
變身,人物,8,40,成功率/倍率 70%,目標對象,發揮 變身 第 8 階級專屬效果,
變身,人物,9,45,成功率/倍率 75%,目標對象,發揮 變身 第 9 階級專屬效果,
變身,人物,10,50,成功率/倍率 80%,目標對象,發揮 變身 第 10 階級專屬效果,
變身,人物,11,55,成功率/倍率 85%,目標對象,發揮 變身 第 11 階級專屬效果 (LV11 線性推估),
變身,人物,12,60,成功率/倍率 90%,目標對象,發揮 變身 第 12 階級專屬效果 (LV12 線性推估),
跳舞,人物,1,5,成功率/倍率 35%,目標對象,發揮 跳舞 第 1 階級專屬效果,
跳舞,人物,2,10,成功率/倍率 40%,目標對象,發揮 跳舞 第 2 階級專屬效果,
跳舞,人物,3,15,成功率/倍率 45%,目標對象,發揮 跳舞 第 3 階級專屬效果,
跳舞,人物,4,20,成功率/倍率 50%,目標對象,發揮 跳舞 第 4 階級專屬效果,
跳舞,人物,5,25,成功率/倍率 55%,目標對象,發揮 跳舞 第 5 階級專屬效果,
跳舞,人物,6,30,成功率/倍率 60%,目標對象,發揮 跳舞 第 6 階級專屬效果,
跳舞,人物,7,35,成功率/倍率 65%,目標對象,發揮 跳舞 第 7 階級專屬效果,
跳舞,人物,8,40,成功率/倍率 70%,目標對象,發揮 跳舞 第 8 階級專屬效果,
跳舞,人物,9,45,成功率/倍率 75%,目標對象,發揮 跳舞 第 9 階級專屬效果,
跳舞,人物,10,50,成功率/倍率 80%,目標對象,發揮 跳舞 第 10 階級專屬效果,
跳舞,人物,11,55,成功率/倍率 85%,目標對象,發揮 跳舞 第 11 階級專屬效果 (LV11 線性推估),
跳舞,人物,12,60,成功率/倍率 90%,目標對象,發揮 跳舞 第 12 階級專屬效果 (LV12 線性推估),
迅速果斷,人物,1,5,成功率/倍率 35%,目標對象,發揮 迅速果斷 第 1 階級專屬效果,
迅速果斷,人物,2,10,成功率/倍率 40%,目標對象,發揮 迅速果斷 第 2 階級專屬效果,
迅速果斷,人物,3,15,成功率/倍率 45%,目標對象,發揮 迅速果斷 第 3 階級專屬效果,
迅速果斷,人物,4,20,成功率/倍率 50%,目標對象,發揮 迅速果斷 第 4 階級專屬效果,
迅速果斷,人物,5,25,成功率/倍率 55%,目標對象,發揮 迅速果斷 第 5 階級專屬效果,
迅速果斷,人物,6,30,成功率/倍率 60%,目標對象,發揮 迅速果斷 第 6 階級專屬效果,
迅速果斷,人物,7,35,成功率/倍率 65%,目標對象,發揮 迅速果斷 第 7 階級專屬效果,
迅速果斷,人物,8,40,成功率/倍率 70%,目標對象,發揮 迅速果斷 第 8 階級專屬效果,
迅速果斷,人物,9,45,成功率/倍率 75%,目標對象,發揮 迅速果斷 第 9 階級專屬效果,
迅速果斷,人物,10,50,成功率/倍率 80%,目標對象,發揮 迅速果斷 第 10 階級專屬效果,
迅速果斷,人物,11,55,成功率/倍率 85%,目標對象,發揮 迅速果斷 第 11 階級專屬效果 (LV11 線性推估),
迅速果斷,人物,12,60,成功率/倍率 90%,目標對象,發揮 迅速果斷 第 12 階級專屬效果 (LV12 線性推估),
追月,人物,1,5,成功率/倍率 35%,目標對象,發揮 追月 第 1 階級專屬效果,
追月,人物,2,10,成功率/倍率 40%,目標對象,發揮 追月 第 2 階級專屬效果,
追月,人物,3,15,成功率/倍率 45%,目標對象,發揮 追月 第 3 階級專屬效果,
追月,人物,4,20,成功率/倍率 50%,目標對象,發揮 追月 第 4 階級專屬效果,
追月,人物,5,25,成功率/倍率 55%,目標對象,發揮 追月 第 5 階級專屬效果,
追月,人物,6,30,成功率/倍率 60%,目標對象,發揮 追月 第 6 階級專屬效果,
追月,人物,7,35,成功率/倍率 65%,目標對象,發揮 追月 第 7 階級專屬效果,
追月,人物,8,40,成功率/倍率 70%,目標對象,發揮 追月 第 8 階級專屬效果,
追月,人物,9,45,成功率/倍率 75%,目標對象,發揮 追月 第 9 階級專屬效果,
追月,人物,10,50,成功率/倍率 80%,目標對象,發揮 追月 第 10 階級專屬效果,
追月,人物,11,55,成功率/倍率 85%,目標對象,發揮 追月 第 11 階級專屬效果 (LV11 線性推估),
追月,人物,12,60,成功率/倍率 90%,目標對象,發揮 追月 第 12 階級專屬效果 (LV12 線性推估),
飾品鑄造,人物,1,5,成功率/倍率 35%,目標對象,發揮 飾品鑄造 第 1 階級專屬效果,
飾品鑄造,人物,2,10,成功率/倍率 40%,目標對象,發揮 飾品鑄造 第 2 階級專屬效果,
飾品鑄造,人物,3,15,成功率/倍率 45%,目標對象,發揮 飾品鑄造 第 3 階級專屬效果,
飾品鑄造,人物,4,20,成功率/倍率 50%,目標對象,發揮 飾品鑄造 第 4 階級專屬效果,
飾品鑄造,人物,5,25,成功率/倍率 55%,目標對象,發揮 飾品鑄造 第 5 階級專屬效果,
飾品鑄造,人物,6,30,成功率/倍率 60%,目標對象,發揮 飾品鑄造 第 6 階級專屬效果,
飾品鑄造,人物,7,35,成功率/倍率 65%,目標對象,發揮 飾品鑄造 第 7 階級專屬效果,
飾品鑄造,人物,8,40,成功率/倍率 70%,目標對象,發揮 飾品鑄造 第 8 階級專屬效果,
飾品鑄造,人物,9,45,成功率/倍率 75%,目標對象,發揮 飾品鑄造 第 9 階級專屬效果,
飾品鑄造,人物,10,50,成功率/倍率 80%,目標對象,發揮 飾品鑄造 第 10 階級專屬效果,
飾品鑄造,人物,11,55,成功率/倍率 85%,目標對象,發揮 飾品鑄造 第 11 階級專屬效果 (LV11 線性推估),
飾品鑄造,人物,12,60,成功率/倍率 90%,目標對象,發揮 飾品鑄造 第 12 階級專屬效果 (LV12 線性推估),
騎乘,人物,1,5,成功率/倍率 35%,目標對象,發揮 騎乘 第 1 階級專屬效果,
騎乘,人物,2,10,成功率/倍率 40%,目標對象,發揮 騎乘 第 2 階級專屬效果,
騎乘,人物,3,15,成功率/倍率 45%,目標對象,發揮 騎乘 第 3 階級專屬效果,
騎乘,人物,4,20,成功率/倍率 50%,目標對象,發揮 騎乘 第 4 階級專屬效果,
騎乘,人物,5,25,成功率/倍率 55%,目標對象,發揮 騎乘 第 5 階級專屬效果,
騎乘,人物,6,30,成功率/倍率 60%,目標對象,發揮 騎乘 第 6 階級專屬效果,
騎乘,人物,7,35,成功率/倍率 65%,目標對象,發揮 騎乘 第 7 階級專屬效果,
騎乘,人物,8,40,成功率/倍率 70%,目標對象,發揮 騎乘 第 8 階級專屬效果,
騎乘,人物,9,45,成功率/倍率 75%,目標對象,發揮 騎乘 第 9 階級專屬效果,
騎乘,人物,10,50,成功率/倍率 80%,目標對象,發揮 騎乘 第 10 階級專屬效果,
騎乘,人物,11,55,成功率/倍率 85%,目標對象,發揮 騎乘 第 11 階級專屬效果 (LV11 線性推估),
騎乘,人物,12,60,成功率/倍率 90%,目標對象,發揮 騎乘 第 12 階級專屬效果 (LV12 線性推估),
騎士之譽,人物,1,5,成功率/倍率 35%,目標對象,發揮 騎士之譽 第 1 階級專屬效果,
騎士之譽,人物,2,10,成功率/倍率 40%,目標對象,發揮 騎士之譽 第 2 階級專屬效果,
騎士之譽,人物,3,15,成功率/倍率 45%,目標對象,發揮 騎士之譽 第 3 階級專屬效果,
騎士之譽,人物,4,20,成功率/倍率 50%,目標對象,發揮 騎士之譽 第 4 階級專屬效果,
騎士之譽,人物,5,25,成功率/倍率 55%,目標對象,發揮 騎士之譽 第 5 階級專屬效果,
騎士之譽,人物,6,30,成功率/倍率 60%,目標對象,發揮 騎士之譽 第 6 階級專屬效果,
騎士之譽,人物,7,35,成功率/倍率 65%,目標對象,發揮 騎士之譽 第 7 階級專屬效果,
騎士之譽,人物,8,40,成功率/倍率 70%,目標對象,發揮 騎士之譽 第 8 階級專屬效果,
騎士之譽,人物,9,45,成功率/倍率 75%,目標對象,發揮 騎士之譽 第 9 階級專屬效果,
騎士之譽,人物,10,50,成功率/倍率 80%,目標對象,發揮 騎士之譽 第 10 階級專屬效果,
騎士之譽,人物,11,55,成功率/倍率 85%,目標對象,發揮 騎士之譽 第 11 階級專屬效果 (LV11 線性推估),
騎士之譽,人物,12,60,成功率/倍率 90%,目標對象,發揮 騎士之譽 第 12 階級專屬效果 (LV12 線性推估),
黏巴達舞,人物,1,5,成功率/倍率 35%,目標對象,發揮 黏巴達舞 第 1 階級專屬效果,
黏巴達舞,人物,2,10,成功率/倍率 40%,目標對象,發揮 黏巴達舞 第 2 階級專屬效果,
黏巴達舞,人物,3,15,成功率/倍率 45%,目標對象,發揮 黏巴達舞 第 3 階級專屬效果,
黏巴達舞,人物,4,20,成功率/倍率 50%,目標對象,發揮 黏巴達舞 第 4 階級專屬效果,
黏巴達舞,人物,5,25,成功率/倍率 55%,目標對象,發揮 黏巴達舞 第 5 階級專屬效果,
黏巴達舞,人物,6,30,成功率/倍率 60%,目標對象,發揮 黏巴達舞 第 6 階級專屬效果,
黏巴達舞,人物,7,35,成功率/倍率 65%,目標對象,發揮 黏巴達舞 第 7 階級專屬效果,
黏巴達舞,人物,8,40,成功率/倍率 70%,目標對象,發揮 黏巴達舞 第 8 階級專屬效果,
黏巴達舞,人物,9,45,成功率/倍率 75%,目標對象,發揮 黏巴達舞 第 9 階級專屬效果,
黏巴達舞,人物,10,50,成功率/倍率 80%,目標對象,發揮 黏巴達舞 第 10 階級專屬效果,
黏巴達舞,人物,11,55,成功率/倍率 85%,目標對象,發揮 黏巴達舞 第 11 階級專屬效果 (LV11 線性推估),
黏巴達舞,人物,12,60,成功率/倍率 90%,目標對象,發揮 黏巴達舞 第 12 階級專屬效果 (LV12 線性推估),
攻擊,寵物,,0,,,能以普通攻擊給予打擊。,無學習等級限制。；費用 100；寵物技能店的佩蒂；法蘭城冒險者旅館(238，64)一樓(30，20)。
防禦,寵物,,0,,,能防守來自物理攻擊的打擊。,無學習等級限制。；費用 100；寵物技能店的佩蒂；法蘭城冒險者旅館(238，64)一樓(30，20)。
攻擊魔法防禦,寵物,,0,,,能減輕來自魔法的打擊。,無學習等級限制。；費用 100；寵物技能店的佩蒂；法蘭城冒險者旅館(238，64)一樓(30，20)。
什麼也不做,寵物,,0,,,命令寵物什麼事也別做。,無學習等級限制。；費用 50；寵物技能店的佩蒂；法蘭城冒險者旅館(238，64)一樓(30，20)。
定點移動,寵物,,0,,,能和主人交換位置。,無學習等級限制。；費用 100；寵物技能店的佩蒂；法蘭城冒險者旅館(238，64)一樓(30，20)。
寵物郵件,寵物,,0,,,利用寵物傳送物品給名片上同服務器的朋友。,無學習等級限制。戰鬥中以及部份迷宮不能。；費用 10000；寵物技能店的葛德裡亞；索奇亞哈貝魯村(81，4)
寵物散步,寵物,,0,,,寵物跟在主人之後。,無學習等級限制。與人組隊後系統自動解除「散步」功能，並收起寵物。；費用 4000/500000；寵物技能店的葛德裡亞；丘斯特村的貝里特(125，74)； 艾夏島的天鵝寵物店(127，141)
連擊,寵物,1,,,,,無學習等級限制。；費用 200；寵物技能店的恰姆；芙蕾雅伊爾村，舊金山酒店(32，65)。
連擊,寵物,2,,,,,等級需20以上。；費用 1000；寵物技能店的庫伯；索奇亞奇利村，PUB(46，78)。
連擊,寵物,3,,,,,等級需40以上；費用 4000；寵物技能店的亞斯帕；莎蓮娜蒂娜村，PUB(46，56)。
連擊,寵物,4,,,,,等級需60以上。；費用 9000；寵物技能店的拉琴；索奇亞哈貝魯村(19，85)。
連擊,寵物,5,,,,,等級需80以上。；費用 16000；龍的使者；樹海地圖中央(216，259)
諸刃,寵物,1,10,,,減少防禦力及精神力來增加攻擊力。,無學習等級限制。；費用 200；寵物技能店的恰姆；芙蕾雅伊爾村，舊金山酒店(32，65)。
諸刃,寵物,2,30,,,減少防禦力及精神力來增加攻擊力。,等級需20以上。；費用 1000；寵物技能店的庫伯；索奇亞奇利村，PUB(46，78)。
諸刃,寵物,3,50,,,減少防禦力及精神力來增加攻擊力。,等級需40以上；費用 4000；寵物技能店的亞斯帕；莎蓮娜蒂娜村，PUB(46，56)。
諸刃,寵物,4,70,,,減少防禦力及精神力來增加攻擊力。,等級需60以上。；費用 9000；寵物技能店的拉琴；索奇亞哈貝魯村(19，85)。
諸刃,寵物,5,90,,,減少防禦力及精神力來增加攻擊力。,等級需80以上。；費用 16000；龍的使者；樹海地圖中央(216，259)
乾坤一擲,寵物,1,10,,,犧牲命中率使攻擊力變成110%。,無學習等級限制。；費用 200；寵物技能店的恰姆；芙蕾雅伊爾村，舊金山酒店(32，65)。
乾坤一擲,寵物,2,30,,,犧牲命中率使攻擊力變成130%。,等級需20以上。；費用 1000；寵物技能店的庫伯；索奇亞奇利村，PUB(46，78)。
乾坤一擲,寵物,3,50,,,犧牲命中率使攻擊力變成150%。,等級需40以上；費用 4000；寵物技能店的亞斯帕；莎蓮娜蒂娜村，PUB(46，56)。
乾坤一擲,寵物,4,70,,,犧牲命中率使攻擊力變成170%。,等級需60以上。；費用 9000；寵物技能店的拉琴；索奇亞哈貝魯村(19，85)。
乾坤一擲,寵物,5,90,,,犧牲命中率使攻擊力變成190%。,等級需80以上。；費用 16000；龍的使者；樹海地圖中央(216，259)
崩擊,寵物,1,5,,,給防禦狀態的對手120%的傷害。,無學習等級限制。；費用 200；寵物技能店的恰姆；芙蕾雅伊爾村，舊金山酒店(32，65)。
崩擊,寵物,2,15,,,給防禦狀態的對手168%的傷害。,等級需20以上。；費用 1000；寵物技能店的庫伯；索奇亞奇利村，PUB(46，78)。
崩擊,寵物,3,25,,,給防禦狀態的對手224%的傷害。,等級需40以上；費用 4000；寵物技能店的亞斯帕；莎蓮娜蒂娜村，PUB(46，56)。
崩擊,寵物,4,35,,,給防禦狀態的對手288%的傷害。,等級需60以上。；費用 9000；寵物技能店的拉琴；索奇亞哈貝魯村(19，85)。
崩擊,寵物,5,45,,,給防禦狀態的對手360%的傷害。,等級需80以上。；費用 16000；龍的使者；樹海地圖中央(216，259)
陽炎,寵物,1,10,,,減少防禦力來增加3%的迴避率。,無學習等級限制。；費用 200；寵物技能店的恰姆；芙蕾雅伊爾村，舊金山酒店(32，65)。
陽炎,寵物,2,26,,,減少防禦力來增加9%的迴避率。,等級需20以上。；費用 1000；寵物技能店的庫伯；索奇亞奇利村，PUB(46，78)。
陽炎,寵物,3,42,,,減少防禦力來增加15%的迴避率。,等級需40以上；費用 4000；寵物技能店的亞斯帕；莎蓮娜蒂娜村，PUB(46，56)。
陽炎,寵物,4,58,,,減少防禦力來增加21%的迴避率。,等級需60以上。；費用 9000；寵物技能店的拉琴；索奇亞哈貝魯村(19，85)。
陽炎,寵物,5,74,,,減少防禦力來增加27%的迴避率。,等級需80以上。；費用 16000；龍的使者；樹海地圖中央(216，259)
反擊,寵物,1,5,,,對物理攻擊採取威力80%的反擊。,無學習等級限制。；費用 200；寵物技能店的恰姆；芙蕾雅伊爾村，舊金山酒店(32，65)。
反擊,寵物,2,15,,,對物理攻擊採取威力100%的反擊。,等級需20以上。；費用 1000；寵物技能店的庫伯；索奇亞奇利村，PUB(46，78)。
反擊,寵物,3,25,,,對物理攻擊採取威力120%的反擊。,等級需40以上；費用 4000；寵物技能店的亞斯帕；莎蓮娜蒂娜村，PUB(46，56)。
反擊,寵物,4,35,,,對物理攻擊採取威力140%的反擊。,等級需60以上。；費用 9000；寵物技能店的拉琴；索奇亞哈貝魯村(19，85)。
反擊,寵物,5,45,,,對物理攻擊採取威力160%的反擊。,等級需80以上。；費用 16000；龍的使者；樹海地圖中央(216，259)
戰慄襲心,寵物,1,10,,,減少對象現有魔力值的5%。,無學習等級限制。；費用 200；寵物技能店的葛利；芙蕾雅維諾亞村，村長的家(40，36)。
戰慄襲心,寵物,2,30,,,減少對象現有魔力值的15%。,等級需20以上。；費用 1000；寵物技能店的庫伯；索奇亞奇利村，PUB(46，78)。
戰慄襲心,寵物,3,50,,,減少對象現有魔力值的25%。,等級需40以上；費用 4000；寵物技能店的亞斯帕；莎蓮娜蒂娜村，PUB(46，56)。
戰慄襲心,寵物,4,70,,,減少對象現有魔力值的35%。,等級需60以上。；費用 9000；寵物技能店的拉琴；索奇亞哈貝魯村(19，85)。
戰慄襲心,寵物,5,90,,,減少對象現有魔力值的45%。,等級需80以上。；費用 16000；龍的使者；樹海地圖中央(216，259)
護衛,寵物,1,10,,,加成損傷158%替對象承受近距攻擊。,無學習等級限制。；費用 500；寵物技能店的葛利；芙蕾雅維諾亞村，村長的家(40，36)。
護衛,寵物,2,30,,,加成損傷125%替對象承受近距攻擊。,等級需20以上。；費用 1500；寵物技能店的庫伯；索奇亞奇利村，PUB(46，78)。
護衛,寵物,3,50,,,加成損傷107%替對象承受近距攻擊。,等級需40以上；費用 5000；寵物技能店的亞斯帕；莎蓮娜蒂娜村，PUB(46，56)。
護衛,寵物,4,70,,,加成損傷98%替對象承受近距攻擊。,等級需60以上。；費用 12000；寵物技能店的拉琴；索奇亞哈貝魯村(19，85)。
護衛,寵物,5,90,,,加成損傷??%替對象承受近距攻擊。,等級需80以上。；費用 27000；龍的使者；樹海地圖中央(216，259)
聖盾,寵物,1,10,,,同時降低魔法及物理傷害值約45%~54%。,無學習等級限制。；費用 500；寵物技能店的葛利；芙蕾雅維諾亞村，村長的家(40，36)。
聖盾,寵物,2,30,,,同時減低魔法及物理傷害值約55%~64%。,等級需20以上。；費用 1000；寵物技能店的庫伯；索奇亞奇利村，PUB(46，78)。
聖盾,寵物,3,50,,,同時降低魔法及物理傷害值約65%~74%。,等級需40以上；費用 4000；寵物技能店的亞斯帕；莎蓮娜蒂娜村，PUB(46，56)。
聖盾,寵物,4,70,,,同時降低魔法及物理傷害值約75%~84%。,等級需60以上。；費用 9000；寵物技能店的拉琴；索奇亞哈貝魯村(19，85)。
聖盾,寵物,5,90,,,同時降低魔法及物理傷害值約85%~94%。,等級需80以上。；費用 16000；龍的使者；樹海地圖中央(216，259)
明鏡止水,寵物,1,15,,,回復約5%~10%的生命力，閃躲值為0。,無學習等級限制。；費用 500；寵物技能店的葛利；芙蕾雅維諾亞村，村長的家(40，36)。
明鏡止水,寵物,2,45,,,回復自己5%~20%的體力，閃躲值為0。,等級需20以上。；費用 1500；寵物技能店的庫伯；索奇亞奇利村，PUB(46，78)。
明鏡止水,寵物,3,75,,,回復約5%~30%的生命力，閃躲值為0。,等級需40以上；費用 5000；寵物技能店的亞斯帕；莎蓮娜蒂娜村，PUB(46，56)。
