日期,類別,重點標記,開放內容說明,公告,解析寵物數,公告連結
2021-11-10,活動／營運,限時任務,開放限時任務：魷魚的遊戲,11月11日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6363.html)
2021-11-03,活動／營運,,,11月4日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6353.html)
2021-11-01,活動／營運,,,11月1日臨時維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6343.html)
2021-11-01,活動／營運,,,累計消費活動第三期公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6333.html)
2021-10-29,活動／營運,,,11月1日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6323.html)
2021-10-28,活動／營運,,,10月28日臨時維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6313.html)
2021-10-28,節慶／活動,,,狂歡萬聖節 扮鬼來要糖,5,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6303.html)
2021-10-27,活動／營運,限時任務,開放限時任務：萬聖節活動,10月28日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6293.html)
2021-10-24,活動／營運,,,10月25日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6273.html)
2021-10-20,活動／營運,,,10月21日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6263.html)
2021-10-18,活動／營運,,,10月18日臨時維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6253.html)
2021-10-15,活動／營運,,,10月15日臨時維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6243.html)
2021-10-14,活動／營運,,,10月14日維護結束公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6233.html)
2021-10-14,地圖／任務,新任務,開放前置任務：魚人的歌聲,海底世界前置任務：魚人的歌聲,8,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6223.html)
2021-10-13,活動／營運,新任務,開放海底世界前置任務：魚人的歌聲,10月14日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6213.html)
2021-10-09,寵物／秘寶,,,霸氣外露，強襲牛鬼10月10日震撼登場！！！,2,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6203.html)
2021-10-06,活動／營運,,,10月7日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6193.html)
2021-10-01,活動／營運,,,10月1日臨時維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6183.html)
2021-09-30,活動／營運,,,魔力扭蛋活動介紹,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6173.html)
2021-09-30,活動／營運,,,9月30日臨時維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6163.html)
2021-09-30,活動／營運,,,累計消費活動第二期公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6153.html)
2021-09-30,地圖／任務,限時任務,開放限時任務：青鸞迷蹤-抉擇,限時任務：青鸞迷蹤-抉擇,3,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6143.html)
2021-09-29,活動／營運,,,9月30日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6133.html)
2021-09-29,活動／營運,,,關於艾爾巴尼亞王國提前體驗開啟公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6123.html)
2021-09-28,節慶／活動,,,中秋大富翁活動故障修復公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_notice_6113.html)
2021-09-22,活動／營運,,,9月23日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6103.html)
2021-09-17,節慶／活動,,,關於本次中秋節活動將新增兌換NPC的公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6083.html)
2021-09-16,節慶／活動,,,中秋大富翁活動 與您共度佳節,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_5903.html)
2021-09-16,地圖／任務,,,中秋節限時任務,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_5893.html)
2021-09-15,活動／營運,限時任務,開放活動：中秋節限時任務,9月16日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_5863.html)
2021-09-14,活動／營運,,,關於賬號安全公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_5843.html)
2021-09-10,地圖／任務,,,【海底世界資料片】 - 進度預告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_5833.html)
2021-09-08,活動／營運,,,9月9日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_5773.html)
2021-09-08,活動／營運,,,傳說降臨，深邃幻影９月９日限時登場！！！,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_5763.html)
2021-09-04,活動／營運,,,關於前往艾爾巴尼亞王國的公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_5673.html)
2021-09-03,職業／系統,,,關於寵物技能欄顯示異常的公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_5663.html)
2021-09-03,活動／營運,,,遠航蘇國 封印石魔,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_5653.html)
2021-09-01,活動／營運,新地圖,開放地圖與任務：蘇之國,9月3日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_5593.html)
2021-09-01,活動／營運,,,累計消費活動公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_5533.html)
2021-08-31,活動／營運,,,9月1日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_5523.html)
2021-08-25,活動／營運,,,8月26日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_5493.html)
2021-08-24,活動／營運,,,遊戲網路波動的公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_5483.html)
2021-08-24,活動／營運,,,8月24日臨時維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_5473.html)
2021-08-18,活動／營運,新地圖,開放地圖與任務：亞諾曼王國,8月19日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_5463.html)
2021-08-18,活動／營運,地圖預告,預告開放亞諾曼王國；公告另列暫不開放的地圖與任務,亞諾曼王國即將開放,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_5453.html)
2021-08-17,活動／營運,,,「輝煌之路！勇者留名」獎勵發放公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_5443.html)
2021-08-13,活動／營運,,,臨時維護完成公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_5433.html)
2021-08-12,活動／營運,,,臨時維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_5423.html)
2021-08-12,活動／營運,,,維護問題處理公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_5413.html)
2021-08-12,地圖／任務,,,七夕活動限時任務,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_5403.html)
2021-08-11,活動／營運,,,8月12日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_5393.html)
2021-08-06,活動／營運,,,期待！亞諾曼相關系列將於本月內登場,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_5383.html)
2021-08-05,活動／營運,,,【永恆金牛】開服,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_notice_5363.html)
2021-08-05,活動／營運,,,精彩緊湊的頭目連戰已經登場,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_5373.html)
2021-08-05,節慶／活動,,,《魔力寶貝》20週年慶典最終彈！,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_5353.html)
2021-07-29,活動／營運,,,圖檔問題 - 修復指引,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_5333.html)
2021-07-29,節慶／活動,,,《魔力寶貝》20週年慶典第二彈！,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_5313.html)
2021-07-28,活動／營運,,,7月29日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_5303.html)
2021-07-23,節慶／活動,,,《魔力寶貝》20週年慶典勁爆來襲！,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_5293.html)
2021-07-22,活動／營運,,,7月22日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_5283.html)
2021-07-17,節慶／活動,,,《魔力寶貝》20週年慶典活動預告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_5273.html)
2021-07-14,活動／營運,,,7月15日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_5263.html)
2021-07-10,活動／營運,,,星系移民接受報名,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_notice_5253.html)
2021-07-09,活動／營運,,,賬號註冊語音驗證及賬號安全問答功能上線,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_notice_5243.html)
2021-07-08,活動／營運,,,全新變異魔物 雷霆與劇毒的主宰登場,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_notice_5233.html)
2021-07-07,活動／營運,,,7月8日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_5223.html)
2021-06-30,活動／營運,,,7月1日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_notice_5203.html)
2021-06-25,活動／營運,,,6月27日違規帳號處理公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_notice_5193.html)
2021-06-24,活動／營運,,,勇者秘寶 正式開啟,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_notice_5183.html)
2021-06-23,活動／營運,,,6月24日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_notice_5173.html)
2021-06-17,活動／營運,,,6月17日違規帳號處理公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_notice_5163.html)
2021-06-16,活動／營運,,,6月17日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_notice_5153.html)
2021-06-15,活動／營運,,,圖檔問題 - 修復指引,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_notice_5143.html)
2021-06-13,節慶／活動,,,賀端午祭龍祖活動公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_notice_5133.html)
2021-06-10,活動／營運,,,6月10日違規帳號處理公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_other_5113.html)
2021-06-10,活動／營運,,,【永恆牧羊】開服預告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_notice_5123.html)
2021-06-09,活動／營運,,,6月10日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_5103.html)
2021-06-09,節慶／活動,,,【魔力寶貝 20週年】預熱活動 第二彈,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_5093.html)
2021-06-04,節慶／活動,,,【《魔力寶貝》 20週年預熱活動第一彈】獎勵領取公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_notice_5083.html)
2021-06-03,活動／營運,,,6月3日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_notice_5073.html)
2021-06-02,活動／營運,,,6月2日違規帳號處理公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_notice_5063.html)
2021-05-28,活動／營運,,,5月28日違規帳號處理公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_5053.html)
2021-05-26,活動／營運,,,5月27日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_notice_5033.html)
2021-05-25,活動／營運,,,5月25日違規帳號處理公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_notice_4983.html)
2021-05-24,活動／營運,,,5月24日違規帳號處理公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_notice_4973.html)
2021-05-23,活動／營運,,,5月23日違規帳號處理公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_notice_4963.html)
2021-05-22,活動／營運,,,5月22日違規帳號處理公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_notice_4953.html)
2021-05-21,活動／營運,,,5月21日違規帳號處理公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_notice_4943.html)
2021-05-21,活動／營運,,,伺服器加開公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_notice_4923.html)
2021-05-20,活動／營運,,,5月20日違規帳號處理公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_notice_4913.html)
2021-05-19,活動／營運,,,5月20日維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_notice_4903.html)
2021-05-19,活動／營運,,,5月19日違規帳號處理公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_notice_4893.html)
2021-05-17,地圖／任務,,,1.5版本海底世界版本將於第三季度登場,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_notice_4883.html)
2021-05-17,活動／營運,,,非法程式使用者封禁名單,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_notice_4873.html)
2021-05-14,活動／營運,,,本日下午5點加開【永恆魔蝎】伺服器,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_notice_4863.html)
2021-05-14,活動／營運,,,停權公告（2021.5.14）,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_notice_4853.html)
2021-05-13,活動／營運,,,【商城開啟】,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_notice_4833.html)
2021-05-12,活動／營運,,,預約獎勵領取開放公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_notice_4823.html)
2021-05-12,活動／營運,,,強烈建議登錄“永恆獅子”進行遊戲,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_notice_4813.html)
2021-05-06,活動／營運,,,上線版本內容說明,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_notice_4803.html)
2021-04-30,活動／營運,,,【公測開服 時間公佈】,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_4783.html)
2021-04-21,活動／營運,,,致法蘭城勇者們的感謝狀,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_notice_4763.html)
2021-04-16,活動／營運,,,封測開啟公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_notice_4723.html)
2021-04-15,活動／營運,,,封測預告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_notice_4713.html)
2021-04-12,活動／營運,,,封測Q&A,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_notice_4693.html)
2021-04-09,活動／營運,,,基礎版本內容公示,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_notice_4683.html)
2021-04-08,活動／營運,,,《魔力寶貝:永恆初心》確定4月16日早上10:00 封測同步預告公測日,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_notice_4673.html)
2021-04-07,活動／營運,,,致全體勇者的道歉信,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_notice_4653.html)
2021-04-06,活動／營運,,,維護進度公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_4583.html)
2021-04-02,活動／營運,,,伺服器全面調整維護公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_notice_4563.html)
2021-04-02,活動／營運,,,致全體勇者的道歉信,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_notice_4553.html)
2021-04-02,活動／營運,,,伺服器問題處理公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_4573.html)
2021-04-01,活動／營運,,,伺服器緊急加開公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_notice_4533.html)
2021-04-01,活動／營運,,,違規帳號處理公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_notice_4523.html)
2021-04-01,活動／營運,,,臨時維護公告（已完成）,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_notice_4513.html)
2021-03-30,活動／營運,,,《魔力寶貝:永恆初心》公佈4月1日10:00 AM正式公測！同步開放主程式下載,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_notice_4503.html)
2021-03-26,活動／營運,,,遊戲帳號註冊說明,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_other_4353.html)
2021-03-26,活動／營運,,,《魔力寶貝：永恆初心》遊戲官網上線公告,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_notice_4363.html)
2021-03-24,活動／營運,,,3月24日精彩時刻（Q&A）,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_info_4493.html)
2021-03-19,活動／營運,,,《魔力寶貝：永恆初心》透露公測初步日程 針對遊戲設定釋出問答整理,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_4343.html)
2021-03-19,活動／營運,,,3月19日精彩時刻（Q&A）,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_info_4443.html)
2021-03-17,活動／營運,,,3月17日精彩時刻（Q&A）,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_info_4433.html)
2021-03-15,活動／營運,,,3月15日精彩時刻（Q&A）,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_info_4423.html)
2021-03-12,活動／營運,,,《魔力寶貝：永恆初心》今日起開放事前登錄,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_4333.html)
2021-03-10,活動／營運,,,3月10日精彩時刻（Q&A）,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_info_4403.html)
2021-03-05,職業／系統,,,《魔力寶貝：永恆初心》公開職業、技能等版本設定 強調堅決打擊非法程式,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_4323.html)
2021-02-26,活動／營運,,,網遊《魔力寶貝》全新永恆初心免費版 初心網絡X大宇資訊隆重呈獻！,0,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_4413.html)
