名稱,種族,體力,力量,防禦,速度,魔法,技格,總檔,屬性,技能,公告日,公告連結,image,任務用途
改造馴鹿,特殊系,40,35,25,15,10,8,125,水5火5,諸刃LV11、毒性攻擊LV11,2025-12-24,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16344.html),/img/專屬寵物/改造馴鹿.gif,
平安海葵,植物系,18,13,17,33,39,8,120,水6火4,昏睡攻擊LV11、混亂衝擊波LV5,2025-12-24,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16344.html),/img/專屬寵物/平安海葵.gif,
紫獄龍王,飛行系,35,50,6,28,6,9,125,地10,氣功彈LV3、連擊LV11、裂空斬LV10,2025-12-12,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16314.html),/img/專屬寵物/紫獄龍王.gif,
幻紫飛龍,飛行系,24,34,24,24,14,8,120,地8水2,氣功彈I,2025-12-12,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16314.html),/img/專屬寵物/紫獄龍王.gif,
八重紫,植物系,36,6,6,27,50,9,125,風10,超強恢復魔法LV5、超強補血魔法LV7、超強石化魔法LV10,2025-12-10,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16284.html),/img/專屬寵物/八重紫.gif,
巫蛇妖姬,植物系,24,24,24,24,24,8,120,風10,混亂衝擊波LV10,2025-12-10,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16284.html),/img/專屬寵物/八重紫.gif,
梅花喵,野獸系,34,43,15,21,12,8,125,地10,飛刃亂舞LV10、氣功彈LV1,2025-12-10,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16284.html),/img/專屬寵物/梅花喵.gif,
極地雪人,特殊系,20,15,20,25,40,8,120,水7火3,混亂衝擊波LV5,2025-12-10,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16284.html),/img/專屬寵物/極地雪人.gif,
劈哩大王,不死系,26,40,21,27,11,8,125,火10,氣功彈LV3、潛龍殺LV11、飛刃亂舞LV10,2025-12-05,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16264.html),/img/專屬寵物/劈哩大王.gif,
劈哩桑,不死系,26,40,21,27,11,8,125,火10,飛刃亂舞LV7,2025-12-05,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16264.html),/img/專屬寵物/劈哩大王.gif,
劈哩醬,不死系,26,40,21,27,11,8,125,火10,潛龍殺LV10,2025-12-05,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16264.html),/img/專屬寵物/劈哩大王.gif,
劈哩君,不死系,26,40,21,27,11,8,125,火10,氣功彈I,2025-12-05,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16264.html),/img/專屬寵物/劈哩大王.gif,
圍巾雪人,特殊系,20,40,20,25,15,8,120,風3地7,氣功彈I,2025-12-05,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16264.html),/img/專屬寵物/圍巾雪人.gif,
冰冰雪人,特殊系,25,40,20,20,15,8,120,地3水7,裂空斬LV7,2025-12-05,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16264.html),/img/專屬寵物/冰冰雪人.gif,
淺域龍神,龍系,45,45,4,27,4,9,125,風10,裂空斬LV10、氣功彈LV3、乾坤一擲LV11,2025-11-27,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16244.html),/img/專屬寵物/淺域龍神.gif,
弒殺螳螂,昆蟲系,31,50,10,21,13,9,125,火10,乾坤一擲LV11、裂空斬LV10、石化攻擊LV12,2025-11-27,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16244.html),/img/專屬寵物/弒殺螳螂.gif,
海拉爾戰士,飛行系,40,40,10,25,10,9,125,地3水7,潛龍殺LV10,2025-11-27,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16244.html),/img/專屬寵物/海拉爾戰士.gif,
第16期亞軍寵,飛行系,15,45,10,45,10,9,125,風5地5,裂空斬LV10、連擊LV11,2025-11-27,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16244.html),/img/專屬寵物/第16期亞軍寵.gif,
第16期金怪,金屬系,40,40,10,25,10,9,125,地10,裂空斬LV10,2025-11-27,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16244.html),/img/專屬寵物/第16期金怪.gif,
烏傑比,人形系,27,15,19,23,41,8,125,水7火3,補血魔法LV5、混亂衝擊波LV10、魔法吸收LV1,2025-11-20,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16224.html),/img/專屬寵物/烏傑比.gif,
銀龍騎士團古娜,不死系,39,40,8,25,13,9,125,火10,氣功彈LV3、潛龍殺LV10、裂空斬LV10,2025-11-13,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16194.html),/img/專屬寵物/銀龍騎士團古娜.gif,
玄武石巨像,金屬系,41,35,23,16,10,9,125,地10,裂空斬LV10、氣功彈LV2,2025-11-13,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16194.html),/img/專屬寵物/玄武石巨像.gif,
帝國士兵菲爾,人形系,26,13,19,26,41,8,125,火2風8,混亂衝擊波LV5,2025-11-13,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16194.html),/img/專屬寵物/帝國士兵菲爾.gif,
渡,人形系,25,10,15,26,49,9,125,水10,超強昏睡魔法LV8、超強酒醉魔法LV10、強力恢復魔法LV6,2025-11-10,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16164.html),/img/專屬寵物/渡.gif,
紫金暴龍王,金屬系,31,45,14,29,6,9,125,水5風5,裂空斬LV10、乾坤一擲LV11、超強石化魔法LV10,2025-11-10,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16164.html),/img/專屬寵物/紫金暴龍王.gif,
紫金冥龍,金屬系,26,40,17,25,12,8,120,風10,乾坤一擲LV11,2025-11-10,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16164.html),/img/專屬寵物/紫金暴龍王.gif,
強擊漂浮炸彈,特殊系,40,40,10,25,10,8,125,風8地2,連擊LV11,2025-11-10,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16144.html),/img/專屬寵物/強擊漂浮炸彈.gif,
風之使徒,特殊系,50,4,4,50,17,9,125,風10,超強昏睡魔法LV10、潔淨魔法LV3、超強補血魔法LV7,2025-10-29,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16124.html),/img/專屬寵物/風之使徒.gif,[寵物技能聖殿](/任務攻略/專屬任務/寵物技能聖殿) 隊伍中有即可與時空獸或寶石鼠洛洛對話，跳過步驟 4、5 直接進入時空聖殿
白銀冥鬥士,不死系,32,44,26,17,6,9,125,風10,裂空斬LV10、連擊LV12、諸刃LV11,2025-10-29,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16124.html),/img/專屬寵物/白銀冥鬥士.gif,
欺詐小魅魔,不死系,21,11,13,36,44,9,125,風8地2,混亂衝擊波LV5,2025-10-29,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16124.html),/img/專屬寵物/欺詐小魅魔.gif,
魯恩卡爾,人形系,30,48,21,16,10,9,125,火10,裂空斬LV10、反擊LV11、氣功彈LV2,2025-10-15,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16064.html),/img/專屬寵物/魯恩卡爾.gif,
死亡狂蜂,昆蟲系,31,44,13,27,10,9,125,水10,裂空斬LV10、氣功彈LV1,2025-10-15,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16064.html),/img/專屬寵物/死亡狂蜂.gif,
波卡加,特殊系,21,42,18,31,13,8,125,地2水8,裂空斬LV5,2025-10-15,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16064.html),/img/專屬寵物/波卡加.gif,
尼艾貝希,特殊系,30,10,22,18,45,9,125,火5風5,混亂衝擊波LV10、超強昏睡魔法LV5,,,/img/專屬寵物/尼艾貝希.gif,
綾香,人形系,43,40,8,26,8,9,125,風10,裂空斬LV10、連擊LV11、連擊LV12,2025-10-10,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16044.html),/img/專屬寵物/綾香.gif,
寒冰奇美拉,飛行系,33,8,8,49,27,9,125,水5火5,超強石化魔法LV10、潔淨魔法LV3、氣絕回復LV1,2025-10-10,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16044.html),/img/專屬寵物/寒冰奇美拉.gif,
艾德奇美拉,飛行系,26,12,17,25,40,8,125,水5火5,混亂衝擊波LV10,2025-10-10,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16044.html),/img/專屬寵物/寒冰奇美拉.gif,
菲尼利特,飛行系,26,46,10,29,14,9,125,火10,裂空斬LV10、戰慄襲心LV12、氣功彈LV2,2025-10-01,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16004.html),/img/專屬寵物/菲尼利特.gif,
嫦娥仙子,飛行系,30,8,16,25,46,9,125,火10,強力昏睡魔法LV10、超強昏睡魔法LV7、補血魔法LV7,2025-10-01,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16004.html),/img/專屬寵物/嫦娥仙子.gif,
吳桂,人形系,35,39,25,16,10,9,125,地10,乾坤一擲LV11、潛龍殺LV10、護衛LV11,2025-10-01,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16004.html),/img/專屬寵物/吳桂.gif,
雪見大福兔兔,特殊系,41,47,6,25,6,9,125,水10,氣功彈LV3、連擊LV12、乾坤一擲LV11,2025-10-01,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16004.html),/img/專屬寵物/雪見大福兔兔.gif,
黑糖大福兔兔,特殊系,41,6,6,47,25,9,125,地10,超強混亂魔法LV10、潔淨魔法LV3、恢復魔法LV10,2025-10-01,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16004.html),/img/專屬寵物/黑糖大福兔兔.gif,
蘿蔔兔,野獸系,33,40,18,21,13,8,125,風8地2,混亂攻擊LV11,2025-10-01,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16004.html),/img/專屬寵物/蘿蔔兔.gif,
地瓜兔,野獸系,30,14,14,17,50,8,125,地8水2,混亂衝擊波Lv3,2025-10-01,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16004.html),/img/專屬寵物/地瓜兔.gif,
歐比康,特殊系,30,45,10,30,10,9,125,地5水5,裂空斬LV10、諸刃LV11,2025-09-17,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15874.html),/img/專屬寵物/歐比康.gif,
極奢鼠皇,野獸系,15,45,10,45,10,9,125,地5水5,裂空斬LV10、諸刃LV11,2025-09-17,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15874.html),/img/專屬寵物/極奢鼠皇.gif,
海洋使徒,特殊系,50,4,4,17,50,9,125,水10,超強石化魔法LV10、超強冰凍魔法LV7、超強補血魔法LV5,2025-09-17,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15874.html),/img/專屬寵物/海洋使徒.gif,[家族獸試煉](/任務攻略/專屬任務/家族獸試煉) 持有聖地鑰石者攜帶可換取聖地指引之證，直接傳送至聖地之域
芽依,人形系,30,7,20,23,45,8,125,水10,超強昏睡魔法LV10、混亂衝擊波LV10、中毒魔法LV10,2025-09-17,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15874.html),/img/專屬寵物/芽依.gif,
心春,人形系,23,41,20,30,11,8,125,風6地4,飛刃亂舞LV3,2025-09-17,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15874.html),/img/專屬寵物/心春.gif,
翔太,人形系,13,43,11,20,38,8,125,火6風4,混亂衝擊波LV3,2025-09-17,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15874.html),/img/專屬寵物/翔太.gif,
聖槍騎士,人形系,30,45,11,30,9,9,125,風5地5,裂空斬LV10、連擊LV11、諸刃LV12,2025-09-09,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15804.html),/img/專屬寵物/聖槍騎士.gif,
聖紋地龍,龍系,39,8,8,21,49,9,125,地10,強力恢復魔法LV7、超強石化魔法LV7、超強補血魔法LV5,2025-09-09,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15804.html),/img/專屬寵物/聖紋地龍.gif,
魔紋幼龍,龍系,24,24,24,24,24,7,120,地10,混亂衝擊波LV10,2025-09-09,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15804.html),/img/專屬寵物/聖紋地龍.gif,
骷髏海盜王,不死系,36,43,10,25,11,9,125,水10,裂空斬LV10、戰慄襲心LV11、潛龍殺LV11,2025-09-04,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15784.html),/img/專屬寵物/骷髏海盜王.gif,
中元腐屍,不死系,40,37,14,26,8,9,125,風1地9,連擊LV12、氣功彈LV1,2025-09-04,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15784.html),/img/專屬寵物/中元腐屍.gif,
僵屍王爺,不死系,28,8,16,23,50,8,125,火10,單體即死LV1、超強中毒魔法LV10、混亂衝擊波LV10,2025-09-04,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15784.html),/img/專屬寵物/僵屍王爺.gif,
僵屍貝勒,不死系,24,15,15,24,42,8,120,水2火8,中毒魔法LV10,2025-09-04,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15784.html),/img/專屬寵物/僵屍貝勒.gif,
德蘭多爾,人形系,34,45,10,26,10,9,125,風10,亂射LV10、潛龍殺LV10、飛刃亂舞LV10,2025-08-21,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15734.html),/img/專屬寵物/德蘭多爾.gif,
瑟菲雅,人形系,30,8,13,29,45,9,125,風10,超強酒醉魔法LV7、混亂衝擊波LV10、超強石化魔法LV5,2025-08-21,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15734.html),/img/專屬寵物/瑟菲雅.gif,
戈魯姆,人形系,26,47,6,31,15,9,125,地8水2,亂射LV5、必殺狙擊LV10,2025-08-21,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15734.html),/img/專屬寵物/戈魯姆.gif,
愛情花妖,植物系,26,16,19,22,40,8,125,火8風2,混亂衝擊波LV3,2025-08-21,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15734.html),/img/專屬寵物/愛情花妖.gif,
白焰,人形系,40,47,4,30,4,9,125,風10,裂空斬LV10、連擊LV11、乾坤一擲LV12、氣絕回復LV1,2025-08-07,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15704.html),/img/專屬寵物/白焰.gif,
鬼眼村正,金屬系,33,46,12,23,11,9,125,火10,裂空斬LV10、諸刃LV11、連擊LV12,2025-08-07,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15704.html),/img/專屬寵物/鬼眼村正.gif,
妖刀,金屬系,33,37,20,15,15,7,125,火10,裂空斬LV6,2025-08-07,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15704.html),/img/專屬寵物/鬼眼村正.gif,
菲利克斯,人形系,15,7,7,50,46,9,125,火10,超強補血魔法LV5、火焰的祈禱LV10、時空繚殺亂,2025-08-06,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15694.html),/img/專屬寵物/菲利克斯.gif,
星海魚人,飛行系,36,44,13,24,8,9,125,水9火1,氣功彈LV2、飛刃亂舞LV10,2025-08-06,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15694.html),/img/專屬寵物/星海魚人.gif,
魚人狂戰士,金屬系,24,40,24,20,17,8,125,火8風2,裂空斬LV3,2025-08-06,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15694.html),/img/專屬寵物/魚人狂戰士.gif,
礦工寄居蟹,昆蟲系,22,17,22,19,43,8,123,風3地7,酒醉魔法LV3,2025-08-06,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15694.html),/img/專屬寵物/礦工寄居蟹.gif,
緋璇,植物系,40,47,4,30,4,9,125,火10,裂空斬LV10、氣功彈LV3、飛刃亂舞LV12,2025-07-24,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15634.html),/img/專屬寵物/緋璇.gif,[初心家族成立任務](/任務攻略/專屬任務/初心家族成立任務) 地之使者直接給智慧之書並傳出；風之使者協助跳過前 4 王
爆炎晶魚,金屬系,18,41,8,50,8,9,125,火10,裂空斬LV10、氣功彈LV3、突襲之舞LV10,2025-07-24,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15634.html),/img/專屬寵物/爆炎晶魚.gif,
24週年慶螳螂,昆蟲系,42,49,6,17,11,8,125,風2地8,裂空斬LV10、戰慄襲心LV11、乾坤一擲LV11,2025-07-24,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15634.html),/img/專屬寵物/24週年慶螳螂.gif,
24週年慶黃蜂,昆蟲系,17,6,11,49,42,8,125,火8風2,超強昏睡魔法LV7、強力昏睡魔法LV7、混亂衝擊波LV10,2025-07-24,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15634.html),/img/專屬寵物/24週年慶黃蜂.gif,
24週年慶水龍蜥,龍系,42,6,11,17,49,8,125,水8火2,超強石化魔法LV7、混亂衝擊波LV10、石化魔法LV10,2025-07-24,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15634.html),/img/專屬寵物/24週年慶水龍蜥.gif,
24週年慶大地鼠,野獸系,12,12,12,41,43,8,120,風2地8,混亂衝擊波LV5,2025-07-24,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15634.html),/img/專屬寵物/24週年慶大地鼠.gif,
24週年慶噩夢鼠,野獸系,12,43,12,41,12,8,120,水8火2,裂空斬LV4,2025-07-24,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15634.html),/img/專屬寵物/24週年慶噩夢鼠.gif,
賀歲鴨,飛行系,40,10,10,20,45,8,125,火8風2,屬性反轉LV3、混亂衝擊波LV10、超強石化魔法LV7,2025-07-24,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15634.html),/img/專屬寵物/賀歲鴨.gif,
小白鴨,飛行系,40,45,10,20,10,9,125,水10,氣功彈LV2、乾坤一擲LV11、超強石化魔法LV7,2025-07-24,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15634.html),/img/專屬寵物/小白鴨.gif,
寶寶炸彈,特殊系,18,40,10,48,9,9,125,水10,潔淨魔法LV3、氣功彈LV2,2025-07-24,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15634.html),/img/專屬寵物/寶寶炸彈.gif,
橘胖團團,植物系,26,39,24,18,18,9,125,水2火8,裂空斬LV5、氣絕回復LV1,2025-07-24,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15634.html),/img/專屬寵物/橘胖團團.gif,
快樂咩,野獸系,28,13,20,19,45,8,125,風9地1,遺忘魔法LV10、超強遺忘魔法LV5,2025-07-24,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15634.html),/img/專屬寵物/快樂咩.gif,
生日咩,野獸系,29,19,23,16,33,7,120,風7地3,遺忘魔法LV3,2025-07-24,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15634.html),/img/專屬寵物/生日咩.gif,
皮娜,人形系,40,45,10,20,10,9,125,風10,乾坤一擲LV11、裂空斬LV10、連擊LV12,2025-07-10,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15594.html),/img/專屬寵物/皮娜.gif,
海藍蝙蝠,飛行系,27,44,17,29,8,9,125,地1水9,氣功彈I、戰慄襲心LV11、屬性反轉LV3,2025-07-10,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15594.html),/img/專屬寵物/海藍蝙蝠.gif,
地獄閻魔,飛行系,34,43,6,30,12,9,125,火10,裂空斬LV10、氣功彈LV2、乾坤一擲LV12,2025-07-03,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15574.html),/img/專屬寵物/地獄閻魔.gif,
紅魔,飛行系,33,39,15,18,15,8,120,火10,氣功彈I,2025-07-03,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15574.html),/img/專屬寵物/地獄閻魔.gif,
深海龍王,飛行系,45,45,4,27,4,9,125,水10,乾坤一擲LV12、裂空斬LV10、突襲之舞LV12,2025-06-25,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15554.html),/img/專屬寵物/深海龍王.gif,[嘆息之海](/任務攻略/主線任務/海底世界系列/嘆息之海) 在迷宮內找任意石碑即可直達海王殿
琴瑟海妖,飛行系,17,6,11,48,43,9,125,水4火6,超強石化魔法LV7、潔淨魔法LV3、強力補血魔法LV6,2025-06-25,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15554.html),/img/專屬寵物/琴瑟海妖.gif,
衝浪小黃鴨,飛行系,28,46,23,20,8,9,125,風10,突襲之舞LV10、連擊LV11、氣功彈LV2,2025-06-25,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15554.html),/img/專屬寵物/衝浪小黃鴨.gif,
深海鳥魔,飛行系,30,7,13,27,48,8,125,水10,強力昏睡魔法LV7、超強石化魔法LV5、混亂衝擊波LV10,2025-06-25,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15554.html),/img/專屬寵物/深海鳥魔.gif,
乘浪企鵝,飛行系,32,37,19,25,10,9,123,地3水7,潛龍殺LV3,2025-06-25,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15554.html),/img/專屬寵物/乘浪企鵝.gif,
寒武小丑魚,飛行系,29,6,15,27,48,9,125,水10,超強補血魔法LV5、海洋的祈禱LV10、混亂衝擊波LV10,2025-06-11,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15414.html),/img/專屬寵物/寒武小丑魚.gif,
墮落天使,飛行系,35,39,19,24,8,9,125,水10,氣功彈LV2、連擊LV11,2025-06-11,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15414.html),/img/專屬寵物/墮落天使.gif,
珊瑚海葵,植物系,28,33,21,27,14,8,123,火6風4,突襲之舞LV3,2025-06-11,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15414.html),/img/專屬寵物/珊瑚海葵.gif,
青藻海帶,植物系,27,10,16,27,43,7,123,風3地7,,2025-06-11,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15414.html),/img/專屬寵物/青藻海帶.gif,
流星,人形系,33,47,10,25,10,9,125,地5水5,連擊LV11、裂空斬LV10、戰慄襲心LV11,2025-06-06,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15384.html),/img/專屬寵物/流星.gif,
星雲,人形系,33,10,10,25,47,9,125,地10,大地的祈禱LV10、超強恢復魔法LV5、超強混亂魔法LV5,2025-06-06,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15384.html),/img/專屬寵物/星雲.gif,
